StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
03098T,50000,4,83200,1.58,1.7,1.58,1.7,0.06,2023-12-15
03099F,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03099T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03100T,20000,2,7500,0.37,0.38,0.37,0.38,-0.03,2023-12-15
03101T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03102T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03103T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03104T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03105T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
03106T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-12-15
