股票代號,股票名稱,買進,賣出,現金償還,前日餘額,今日餘額,限額,買進,賣出,現券償還,前日餘額,今日餘額,限額,資券互抵,註記,日期
00635U,期元大S&P黃金,37,58,0,211,190,"9,128",0,0,0,5,5,"9,128",0, ,20231214
00636,國泰中國A50,18,8,0,481,491,"57,456",0,0,0,5,5,"57,456",0, ,20231214
00637L,元大滬深300正2,"9,185","4,948",86,"322,571","326,722","516,151",142,61,0,"1,571","1,490","516,151",955, ,20231214
00638R,元大滬深300反1,32,1,0,323,354,"6,487",0,0,0,0,0,"6,487",0, ,20231214
00639,富邦深100,8,0,0,909,917,"37,350",0,0,0,0,0,"37,350",0, ,20231214
00640L,富邦日本正2,260,13,0,"1,209","1,456","3,979",8,0,0,169,161,"3,979",0, ,20231214
00641R,富邦日本反1,26,213,0,"6,754","6,567","10,564",0,0,0,6,6,"10,564",0, ,20231214
00642U,期元大S&P石油,162,479,6,"6,829","6,506","55,330",0,1,0,95,96,"55,330",0, ,20231214
00643,群益深証中小,2,0,0,853,855,"25,143",0,0,0,0,0,"25,143",0, ,20231214
00645,富邦日本,80,5,0,87,162,"14,499",0,0,0,0,0,"14,499",0, ,20231214
00646,元大S&P500,10,28,0,31,13,"101,746",0,0,0,0,0,"101,746",0, ,20231214
00647L,元大S&P500正2,12,3,0,374,383,"1,979",0,0,0,27,27,"1,979",0, ,20231214
00648R,元大S&P500反1,"1,306",201,0,"8,749","9,854","38,547",0,7,0,328,335,"38,547",0, ,20231214
00650L,復華香港正2,"1,162","1,507",31,"44,804","44,428","65,709",566,164,0,910,508,"65,709",80, ,20231214
00651R,復華香港反1,87,26,0,"1,685","1,746","5,548",0,0,0,18,18,"5,548",0, ,20231214
00652,富邦印度,30,42,0,207,195,"10,633",2,0,0,2,0,"10,633",0, ,20231214
00653L,富邦印度正2,15,10,0,360,365,"2,850",2,1,0,52,51,"2,850",0, ,20231214
00654R,富邦印度反1,36,254,0,"2,195","1,977","6,116",0,0,0,28,28,"6,116",0, ,20231214
00655L,國泰中國A50正2,220,123,12,"14,535","14,620","38,739",50,13,0,244,207,"38,739",36, ,20231214
00656R,國泰中國A50反1,0,0,0,131,131,"3,964",0,0,0,5,5,"3,964",0, ,20231214
00657,國泰日經225,0,0,0,137,137,"3,721",0,0,0,0,0,"3,721",0, ,20231214
00660,元大歐洲50,0,0,0,1,1,"2,007",0,0,0,0,0,"2,007",0, ,20231214
00661,元大日經225,4,0,0,49,53,"7,231",0,0,0,0,0,"7,231",0, ,20231214
00662,富邦NASDAQ,11,13,0,156,154,"91,632",0,0,0,0,0,"91,632",0, ,20231214
00663L,國泰臺灣加權正2,5,1,0,7,11,452,0,0,0,0,0,452,0, ,20231214
00664R,國泰臺灣加權反1,"2,464","2,022",0,"31,568","32,010","95,768",3,32,0,322,351,"95,768",2, ,20231214
00665L,富邦恒生國企正2,"6,354","2,093",31,"138,754","142,984","186,866",346,374,0,999,"1,027","186,866",448,@ ,20231214
00666R,富邦恒生國企反1,11,0,0,165,176,"2,031",0,0,0,1,1,"2,031",0, ,20231214
00668,國泰美國道瓊,0,0,0,18,18,"1,488",0,0,0,0,0,"1,488",0, ,20231214
00669R,國泰美國道瓊反1,"1,021","2,061",0,"30,275","29,235","63,904",0,10,0,116,126,"63,904",0, ,20231214
00670L,富邦NASDAQ正2,505,257,0,"5,754","6,002","17,161",46,50,0,"1,820","1,824","17,161",0, ,20231214
00671R,富邦NASDAQ反1,"3,006","4,730",11,"69,379","67,644","111,596",233,328,0,"2,362","2,457","111,596",100, ,20231214
00673R,期元大S&P原油反1,339,"1,134",2,"25,639","24,842","156,175",52,10,0,"1,097","1,055","156,175",0, ,20231214
00674R,期元大S&P黃金反1,331,500,0,"6,109","5,940","12,525",0,0,0,138,138,"12,525",0, ,20231214
00675L,富邦臺灣加權正2,263,77,0,"1,294","1,480","13,946",4,10,0,395,401,"13,946",2, ,20231214
00676R,富邦臺灣加權反1,761,969,0,"71,781","71,573","113,627",56,1,0,388,333,"113,627",1, ,20231214
00678,群益那斯達克生技,0,5,0,5,0,"2,112",0,0,0,0,0,"2,112",0, ,20231214
00680L,元大美債20正2,"15,986","10,875",0,"201,999","207,110","499,894",776,"5,696",0,"20,982","25,902","499,894",80, ,20231214
00681R,元大美債20反1,90,10,0,319,399,"4,523",0,0,0,0,0,"4,523",0, ,20231214
00682U,期元大美元指數,0,0,0,69,69,"2,036",0,0,0,0,0,"2,036",0, ,20231214
00683L,期元大美元指正2,58,82,0,"5,348","5,324","7,358",11,15,0,385,389,"7,358",1, ,20231214
00684R,期元大美元指反1,0,1,0,25,24,"1,797",0,0,0,0,0,"1,797",0, ,20231214
00685L,群益臺灣加權正2,18,4,0,157,171,"1,284",1,0,0,31,30,"1,284",0, ,20231214
00686R,群益臺灣加權反1,10,10,0,"1,859","1,859","11,569",3,0,0,13,10,"11,569",0, ,20231214
00688L,國泰20年美債正2,"7,413","6,462",0,"77,119","78,070","172,778",460,42,0,"1,178",760,"172,778",1, ,20231214
00689R,國泰20年美債反1,21,1,0,57,77,"2,347",0,0,0,1,1,"2,347",0, ,20231214
00690,兆豐藍籌30,3,65,0,207,145,"11,332",0,0,0,2,2,"11,332",0, ,20231214
00692,富邦公司治理,1,10,0,153,144,"172,570",0,0,0,0,0,"172,570",0, ,20231214
00693U,期街口S&P黃豆,7,10,0,51,48,"3,666",0,0,0,0,0,"3,666",0, ,20231214
00700,富邦恒生國企,1,0,0,62,63,"6,120",0,0,0,0,0,"6,120",0, ,20231214
00701,國泰股利精選30,11,2,0,70,79,"64,847",0,0,0,0,0,"64,847",0, ,20231214
00702,國泰標普低波高息,0,0,0,0,0,"1,672",0,0,0,0,0,"1,672",0,X ,20231214
00703,台新MSCI中國,0,0,0,7,7,"2,887",0,0,0,0,0,"2,887",0, ,20231214
00706L,期元大S&P日圓正2,"3,436","2,690",0,"44,935","45,681","115,771",0,271,0,"1,113","1,384","115,771",26, ,20231214
00707R,期元大S&P日圓反1,0,0,0,0,0,"1,713",0,0,0,0,0,"1,713",0,X ,20231214
00708L,期元大S&P黃金正2,394,210,0,"1,801","1,985","9,018",94,20,0,376,302,"9,018",0, ,20231214
00709,富邦歐洲,0,0,0,0,0,"2,615",0,0,0,0,0,"2,615",0,X ,20231214
00710B,復華彭博非投等債,100,0,0,601,701,"76,065",0,0,0,0,0,"76,065",0,X ,20231214
00711B,復華彭博新興債,0,0,0,34,34,"221,815",0,0,0,0,0,"221,815",0,X ,20231214
00712,復華富時不動產,732,486,0,"9,085","9,331","723,877",2,0,0,2,0,"723,877",0,X ,20231214
00713,元大台灣高息低波,27,65,0,422,384,"245,878",0,0,0,0,0,"245,878",0,X ,20231214
00714,群益道瓊美國地產,1,0,0,20,21,"10,516",0,0,0,0,0,"10,516",0, ,20231214
00715L,期街口布蘭特正2,"5,450","4,986",77,"102,948","103,335","210,846",358,167,0,"5,799","5,608","210,846",99, ,20231214
00717,富邦美國特別股,1,0,0,1,2,"52,026",0,0,0,0,0,"52,026",0, ,20231214
00728,第一金工業30,5,1,0,45,49,"20,980",0,0,0,0,0,"20,980",0, ,20231214
00730,富邦臺灣優質高息,1,0,0,11,12,"23,886",0,0,0,0,0,"23,886",0, ,20231214
00731,復華富時高息低波,0,0,0,9,9,"3,525",0,0,0,0,0,"3,525",0, ,20231214
00733,富邦臺灣中小,311,28,4,738,"1,017","8,866",0,5,0,10,15,"8,866",1, ,20231214
00735,國泰臺韓科技,0,0,0,204,204,"1,697",0,0,0,0,0,"1,697",0, ,20231214
00736,國泰新興市場,0,0,0,0,0,"1,681",0,0,0,0,0,"1,681",0, ,20231214
00737,國泰AI+Robo,0,0,0,39,39,"7,259",0,0,0,0,0,"7,259",0, ,20231214
00738U,期元大道瓊白銀,12,42,0,"2,295","2,265","13,449",5,0,0,40,35,"13,449",0, ,20231214
00739,元大MSCI A股,0,0,0,0,0,"8,747",0,0,0,0,0,"8,747",0,X ,20231214
00752,中信中國50,63,33,0,"1,209","1,239","109,929",2,0,0,2,0,"109,929",0, ,20231214
00753L,中信中國50正2,"1,574","1,109",22,"80,118","80,561","158,039",41,215,0,569,743,"158,039",19, ,20231214
00757,統一FANG+,13,28,0,554,539,"44,498",0,0,0,100,100,"44,498",0, ,20231214
00762,元大全球AI,5,0,0,92,97,"6,562",0,0,0,11,11,"6,562",0, ,20231214
00763U,期街口道瓊銅,11,0,0,119,130,"3,391",0,0,0,1,1,"3,391",0, ,20231214
00770,國泰北美科技,0,0,0,46,46,"2,739",0,0,0,0,0,"2,739",0, ,20231214
00771,元大US高息特別股,0,0,0,0,0,"5,056",0,0,0,0,0,"5,056",0,X ,20231214
00775B,新光投等債15+,0,0,0,0,0,"26,775",0,0,0,0,0,"26,775",0,X ,20231214
00783,富邦中証500,0,0,0,155,155,"2,382",0,0,0,0,0,"2,382",0, ,20231214
00830,國泰費城半導體,127,38,0,"1,270","1,359","93,866",11,6,0,260,255,"93,866",0, ,20231214
00850,元大臺灣ESG永續,2,22,0,186,166,"103,736",0,0,0,0,0,"103,736",0, ,20231214
00851,台新全球AI,4,0,0,2,6,"1,756",0,0,0,0,0,"1,756",0, ,20231214
00852L,國泰美國道瓊正2,13,13,0,440,440,"2,091",0,0,0,379,379,"2,091",0, ,20231214
00861,元大全球未來通訊,2,0,0,5,7,"28,603",0,0,0,0,0,"28,603",0, ,20231214
00865B,國泰US短期公債,0,0,0,0,0,"2,936",0,0,0,0,0,"2,936",0,X ,20231214
00875,國泰網路資安,0,41,0,69,28,"6,622",0,0,0,0,0,"6,622",0, ,20231214
00876,元大全球5G,0,0,0,7,7,"35,631",0,0,0,0,0,"35,631",0, ,20231214
00878,國泰永續高股息,553,"1,401",7,"8,580","7,725","2,871,322",0,36,0,73,109,"2,871,322",0, ,20231214
00881,國泰台灣5G+,19,121,0,423,321,"611,975",0,0,0,29,29,"611,975",0, ,20231214
00882,中信中國高股息,"1,029",179,1,"12,809","13,658","932,962",0,0,0,36,36,"932,962",0, ,20231214
00885,富邦越南,689,496,0,"15,855","16,048","545,184",1,10,0,273,282,"545,184",3, ,20231214
00891,中信關鍵半導體,115,112,0,"1,130","1,133","304,772",0,0,0,4,4,"304,772",0, ,20231214
00892,富邦台灣半導體,42,20,0,510,532,"157,573",0,0,0,8,8,"157,573",0, ,20231214
00893,國泰智能電動車,19,104,0,"4,728","4,643","275,846",0,0,0,596,596,"275,846",0, ,20231214
00894,中信小資高價30,0,0,0,14,14,"29,752",0,0,0,0,0,"29,752",0, ,20231214
00895,富邦未來車,130,46,0,"2,118","2,202","70,104",0,0,0,184,184,"70,104",0, ,20231214
00896,中信綠能及電動車,5,24,0,421,402,"67,970",0,0,0,0,0,"67,970",0,X ,20231214
00897,富邦基因免疫生技,14,6,0,722,730,"72,878",0,8,0,17,25,"72,878",0, ,20231214
00898,國泰基因免疫革命,0,47,0,603,556,"76,619",0,0,0,0,0,"76,619",0, ,20231214
00899,FT潔淨能源,10,48,0,308,270,"6,033",0,0,0,0,0,"6,033",0, ,20231214
00900,富邦特選高股息30,420,662,0,"2,700","2,458","664,256",0,34,0,393,427,"664,256",0, ,20231214
00901,永豐智能車供應鏈,0,22,0,83,61,"37,087",0,0,0,0,0,"37,087",0, ,20231214
00902,中信電池及儲能,23,193,1,"5,776","5,605","178,249",0,0,0,6,6,"178,249",5, ,20231214
00903,富邦元宇宙,10,44,0,"1,868","1,834","73,055",0,0,0,114,114,"73,055",0, ,20231214
00904,新光臺灣半導體30,87,11,0,196,272,"26,778",0,0,0,0,0,"26,778",0, ,20231214
00905,FT臺灣Smart,55,22,0,397,430,"48,456",0,1,0,1,2,"48,456",0, ,20231214
00907,永豐優息存股,30,42,0,350,338,"51,908",0,0,0,0,0,"51,908",0,X ,20231214
00908,富邦入息REITs+,3,0,0,16,19,"13,229",0,0,0,0,0,"13,229",0, ,20231214
00909,國泰數位支付服務,3,3,0,27,27,"2,676",0,0,0,0,0,"2,676",0, ,20231214
00910,第一金太空衛星,5,1,0,21,25,"1,734",0,0,0,0,0,"1,734",0, ,20231214
00911,兆豐洲際半導體,0,0,0,203,203,"1,475",0,0,0,0,0,"1,475",0, ,20231214
00912,中信臺灣智慧50,0,9,0,22,13,"13,188",0,0,0,0,0,"13,188",0, ,20231214
00913,兆豐台灣晶圓製造,0,0,0,11,11,"2,191",0,0,0,0,0,"2,191",0, ,20231214
00915,凱基優選高股息30,168,145,0,"1,510","1,533","73,620",0,0,0,0,0,"73,620",0,X ,20231214
00916,國泰全球品牌50,0,0,0,20,20,"16,979",0,0,0,0,0,"16,979",0, ,20231214
00917,中信特選金融,0,0,0,7,7,"7,244",0,0,0,0,0,"7,244",0, ,20231214
00918,大華優利高填息30,641,691,0,"4,928","4,878","93,191",0,0,0,0,0,"93,191",0,X ,20231214
00919,群益台灣精選高息,"4,800","1,182",63,"14,922","18,477","921,908",0,0,0,0,0,"921,908",0,X ,20231214
00920,富邦ESG綠色電力,0,92,0,217,125,"3,695",0,0,0,0,0,"3,695",0, ,20231214
00921,兆豐龍頭等權重,30,2,0,66,94,"27,192",0,0,0,0,0,"27,192",0,X ,20231214
00922,國泰台灣領袖50,14,204,8,630,432,"144,921",0,3,0,9,12,"144,921",0, ,20231214
00923,群益台ESG低碳50,3,17,0,613,599,"180,105",0,4,0,0,4,"180,105",0, ,20231214
00924,復華S&P500成長,10,0,0,273,283,"28,400",0,0,0,0,0,"28,400",0, ,20231214
00925,新光標普電動車,0,0,0,20,20,"1,937",0,0,0,0,0,"1,937",0, ,20231214
00926,凱基全球菁英55,0,6,0,106,100,"6,245",0,0,0,0,0,"6,245",0,X ,20231214
00927,群益半導體收益,2,0,0,122,124,"41,349",0,0,0,0,0,"41,349",0, ,20231214
00929,復華台灣科技優息,"4,673","7,995",7,"22,041","18,712","1,479,159",0,0,0,0,0,"1,479,159",0,X ,20231214
00930,永豐ESG低碳高息,23,0,0,45,68,"26,944",0,0,0,0,0,"26,944",0, ,20231214
00932,兆豐永續高息等權,2,0,0,59,61,"62,070",0,0,0,0,0,"62,070",0, ,20231214
00934,中信成長高股息,276,168,2,"1,273","1,379","136,131",0,0,0,0,0,"136,131",0, ,20231214
00935,野村臺灣新科技50,117,65,0,"1,343","1,395","50,376",0,0,0,0,0,"50,376",0, ,20231214
00936,台新永續高息中小,511,175,0,"2,006","2,342","65,199",1,11,0,2,12,"65,199",50, ,20231214
1101,台泥,101,215,1,"18,706","18,591","1,887,795",0,1,0,106,107,"1,887,795",0, ,20231214
1102,亞泥,57,1,0,"1,433","1,489","886,640",0,0,0,1,1,"886,640",0, ,20231214
1103,嘉泥,0,7,0,"1,668","1,661","197,561",0,0,0,0,0,"197,561",0, ,20231214
1104,環泥,13,45,0,"1,453","1,421","168,304",0,0,0,7,7,"168,304",0, ,20231214
1108,幸福,30,95,0,"2,039","1,974","101,184",0,0,0,1,1,"101,184",0, ,20231214
1109,信大,0,0,0,981,981,"85,289",0,0,0,0,0,"85,289",0, ,20231214
1110,東泥,0,4,0,"4,088","4,084","143,000",0,0,0,0,0,"143,000",0, ,20231214
1201,味全,0,0,0,802,802,"126,515",0,0,0,0,0,"126,515",0, ,20231214
1203,味王,0,0,0,36,36,"60,000",0,0,0,0,0,"60,000",0, ,20231214
1210,大成,33,72,0,"1,624","1,585","223,691",2,8,0,14,20,"223,691",0, ,20231214
1213,大飲,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1215,卜蜂,14,6,0,632,640,"73,697",0,0,0,5,5,"73,697",0, ,20231214
1216,統一,1,14,1,270,256,"1,420,503",0,1,0,30,31,"1,420,503",0, ,20231214
1217,愛之味,22,47,6,"9,032","9,001","123,628",10,0,0,45,35,"123,628",1, ,20231214
1218,泰山,4,29,6,"5,554","5,523","124,999",0,0,0,81,81,"124,999",0, ,20231214
1219,福壽,33,5,0,"1,856","1,884","82,915",0,0,0,0,0,"82,915",0, ,20231214
1220,台榮,16,28,0,"1,165","1,153","44,269",0,0,0,0,0,"44,269",0, ,20231214
1225,福懋油,0,0,0,"9,610","9,610","57,409",0,0,0,0,0,"57,409",0, ,20231214
1227,佳格,10,18,0,"1,621","1,613","228,772",1,0,0,4,3,"228,772",0, ,20231214
1229,聯華,15,12,0,804,807,"395,934",0,0,0,16,16,"395,934",0, ,20231214
1231,聯華食,0,3,0,136,133,"61,664",0,0,0,0,0,"61,664",0, ,20231214
1232,大統益,0,1,0,9,8,"39,993",0,0,0,0,0,"39,993",0, ,20231214
1233,天仁,0,0,0,146,146,"22,647",0,0,0,0,0,"22,647",0, ,20231214
1234,黑松,0,6,0,39,33,"100,467",0,0,0,0,0,"100,467",0, ,20231214
1235,興泰,0,1,0,"1,277","1,276","37,416",0,0,0,0,0,"37,416",0, ,20231214
1236,宏亞,0,0,3,215,212,"21,668",0,0,0,0,0,"21,668",0, ,20231214
1256,鮮活果汁-KY,0,0,0,50,50,"8,460",0,0,0,0,0,"8,460",0, ,20231214
1301,台塑,34,99,15,"2,785","2,705","1,591,435",0,1,0,16,17,"1,591,435",0, ,20231214
1303,南亞,6,73,2,"1,528","1,459","1,982,705",3,21,0,55,73,"1,982,705",0, ,20231214
1304,台聚,61,43,0,"5,304","5,322","297,190",4,2,0,209,207,"297,190",0, ,20231214
1305,華夏,16,43,0,"3,621","3,594","145,262",0,2,0,13,15,"145,262",0, ,20231214
1307,三芳,24,7,0,830,847,"99,454",0,0,0,5,5,"99,454",0, ,20231214
1308,亞聚,19,8,0,"3,238","3,249","148,435",1,0,0,192,191,"148,435",0, ,20231214
1309,台達化,26,6,3,"2,190","2,207","99,396",0,0,0,13,13,"99,396",0, ,20231214
1310,台苯,48,6,0,"3,369","3,411","131,967",0,0,0,12,12,"131,967",0, ,20231214
1312,國喬,203,202,3,"21,583","21,581","226,655",172,121,0,"1,972","1,921","226,655",0, ,20231214
1313,聯成,9,70,0,"5,419","5,358","341,129",0,0,0,149,149,"341,129",0, ,20231214
1314,中石化,995,426,7,"70,166","70,728","946,212",0,1,0,87,88,"946,212",0, ,20231214
1315,達新,0,0,0,109,109,"24,774",0,0,0,0,0,"24,774",0, ,20231214
1316,上曜,209,212,4,"17,919","17,912","69,764",8,0,43,367,316,"69,764",0, ,20231214
1319,東陽,176,698,0,"6,467","5,945","147,869",11,21,0,"1,008","1,018","147,869",10, ,20231214
1321,大洋,16,75,0,"4,695","4,636","56,807",0,0,0,0,0,"56,807",0, ,20231214
1323,永裕,0,0,0,17,17,"22,818",0,0,0,0,0,"22,818",0, ,20231214
1324,地球,240,237,0,"3,688","3,691","18,780",29,22,0,149,142,"18,780",6, ,20231214
1325,恆大,264,369,2,"3,078","2,971","21,320",7,125,1,"1,255","1,372","21,320",141, ,20231214
1326,台化,70,90,0,"1,293","1,273","1,465,296",0,0,0,39,39,"1,465,296",0, ,20231214
1337,再生-KY,24,4,0,"16,150","16,170","67,238",0,0,0,0,0,"67,238",0, ,20231214
1338,廣華-KY,71,51,0,"4,597","4,617","20,960",0,3,0,106,109,"20,960",0, ,20231214
1339,昭輝,114,81,0,"2,491","2,524","18,534",0,1,0,24,25,"18,534",0, ,20231214
1340,勝悅-KY,5,8,0,907,904,"38,230",0,0,0,0,0,"38,230",0, ,20231214
1342,八貫,160,55,0,"3,279","3,384","17,832",0,1,1,9,9,"17,832",0, ,20231214
1402,遠東新,39,60,0,"2,359","2,338","1,338,218",0,1,0,21,22,"1,338,218",0, ,20231214
1409,新纖,186,183,8,"5,986","5,981","404,602",0,0,0,0,0,"404,602",1, ,20231214
1410,南染,2,0,0,299,301,"15,750",0,0,0,0,0,"15,750",0, ,20231214
1413,宏洲,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1414,東和,0,0,0,"2,267","2,267","55,000",0,0,0,0,0,"55,000",0, ,20231214
1416,廣豐,150,23,0,"1,808","1,935","46,335",0,0,0,5,5,"46,335",0, ,20231214
1417,嘉裕,59,167,0,"4,538","4,430","47,485",8,1,0,11,4,"47,485",0, ,20231214
1418,東華,1,1,0,707,707,"11,708",0,0,0,0,0,"11,708",0, ,20231214
1419,新紡,2,6,0,648,644,"75,010",0,0,0,0,0,"75,010",0, ,20231214
1423,利華,0,0,0,"1,700","1,700","24,912",0,0,0,0,0,"24,912",0, ,20231214
1432,大魯閣,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1434,福懋,12,3,0,626,635,"421,166",0,0,0,1,1,"421,166",0, ,20231214
1435,中福,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1436,華友聯,2,5,0,348,345,"24,892",1,0,0,11,10,"24,892",0, ,20231214
1437,勤益控,12,12,0,"2,077","2,077","50,842",0,0,0,0,0,"50,842",0, ,20231214
1438,三地開發,3,1,0,267,269,"17,801",0,0,0,0,0,"17,801",0, ,20231214
1439,雋揚,0,1,0,624,623,"23,000",0,0,0,1,1,"23,000",0, ,20231214
1440,南紡,67,36,0,"4,061","4,092","414,203",0,1,0,65,66,"414,203",2, ,20231214
1441,大東,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1442,名軒,83,74,0,"7,314","7,323","91,552",0,0,0,20,20,"91,552",0, ,20231214
1443,立益物流,0,3,0,163,160,"33,835",0,0,0,0,0,"33,835",0, ,20231214
1444,力麗,209,104,2,"9,216","9,319","248,898",0,0,0,12,12,"248,898",0, ,20231214
1445,大宇,17,5,0,"5,525","5,537","32,666",0,0,0,1,1,"32,666",0, ,20231214
1446,宏和,32,8,0,"3,005","3,029","34,427",0,0,0,4,4,"34,427",0, ,20231214
1447,力鵬,190,151,0,"11,011","11,050","227,517",0,0,0,33,33,"227,517",0, ,20231214
1449,佳和,70,201,0,"4,243","4,112","20,671",48,18,2,485,453,"20,671",0, ,20231214
1451,年興,1,1,0,426,426,"51,597",0,0,0,0,0,"51,597",0, ,20231214
1452,宏益,0,11,0,"1,055","1,044","33,160",0,0,0,0,0,"33,160",0, ,20231214
1453,大將,21,61,10,"2,198","2,148","26,685",0,2,0,15,17,"26,685",0, ,20231214
1454,台富,0,0,0,"2,248","2,248","32,458",0,0,0,0,0,"32,458",0, ,20231214
1455,集盛,54,25,0,"6,088","6,117","132,922",0,0,0,85,85,"132,922",0, ,20231214
1456,怡華,0,20,1,574,553,"23,430",0,0,0,0,0,"23,430",0, ,20231214
1457,宜進,0,4,0,"1,129","1,125","75,411",0,0,0,0,0,"75,411",0, ,20231214
1459,聯發,0,0,0,69,69,0,0,0,0,0,0,0,0,OX ,20231214
1460,宏遠,0,4,350,"5,601","5,247",0,0,0,0,0,0,0,0,OX ,20231214
1463,強盛,91,3,0,"1,053","1,141","43,317",1,0,0,1,0,"43,317",0, ,20231214
1464,得力,0,0,0,768,768,"101,909",0,0,0,0,0,"101,909",1, ,20231214
1465,偉全,0,5,0,"3,085","3,080","25,901",0,0,0,0,0,"25,901",0, ,20231214
1466,聚隆,81,155,0,"1,108","1,034","27,789",7,20,0,9,22,"27,789",1, ,20231214
1467,南緯,33,0,0,"8,492","8,525","42,052",0,0,0,15,15,"42,052",0, ,20231214
1468,昶和,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1470,大統新創,0,0,0,66,66,"21,441",0,0,0,0,0,"21,441",0, ,20231214
1471,首利,0,0,0,586,586,0,0,0,0,4,4,0,0,OX ,20231214
1472,三洋實業,3,16,0,664,651,"2,658",0,0,0,0,0,"2,658",0, ,20231214
1473,台南,0,5,0,"1,039","1,034","36,538",0,0,0,4,4,"36,538",0, ,20231214
1474,弘裕,12,30,0,"2,276","2,258","32,474",0,0,0,0,0,"32,474",0, ,20231214
1475,業旺,0,0,0,396,396,0,0,0,0,0,0,0,0,OX ,20231214
1476,儒鴻,12,3,0,116,125,"68,591",1,0,0,9,8,"68,591",0, ,20231214
1477,聚陽,14,42,0,727,699,"60,464",0,0,0,125,125,"60,464",0, ,20231214
1503,士電,"1,823",865,1,"8,195","9,152","130,243",39,50,1,340,350,"130,243",13, ,20231214
1504,東元,805,591,20,"23,206","23,400","534,699",12,10,0,233,231,"534,699",0, ,20231214
1506,正道,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1512,瑞利,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1513,中興電,"1,579","1,379",0,"33,187","33,387","125,778",51,18,0,"1,198","1,165","125,778",13, ,20231214
1514,亞力,"1,444","1,214",0,"13,221","13,451","61,733",93,326,245,"4,903","4,891","61,733",37, ,20231214
1515,力山,236,602,2,"4,739","4,371","45,368",49,2,0,938,891,"45,368",21, ,20231214
1516,川飛,19,24,0,"1,215","1,210","9,705",10,0,0,11,1,"9,705",2, ,20231214
1517,利奇,7,4,0,"2,141","2,144","56,421",0,2,0,140,142,"56,421",0, ,20231214
1519,華城,349,708,0,"4,255","3,896","65,264",68,219,0,"2,443","2,594","65,264",2, ,20231214
1521,大億,177,275,0,575,477,"19,057",7,0,0,7,0,"19,057",0, ,20231214
1522,堤維西,473,600,2,"9,650","9,521","78,224",6,25,0,462,481,"78,224",5, ,20231214
1524,耿鼎,"1,914","2,455",0,"9,897","9,356","41,327",212,152,1,"1,846","1,785","41,327",34, ,20231214
1525,江申,7,14,1,"1,563","1,555","18,350",0,0,0,161,161,"18,350",1, ,20231214
1526,日馳,2,1,0,"2,884","2,885","15,000",4,0,0,10,6,"15,000",0, ,20231214
1527,鑽全,19,4,0,666,681,"34,642",0,0,0,4,4,"34,642",0, ,20231214
1528,恩德,57,24,0,"7,836","7,869","47,832",5,0,0,5,0,"47,832",0, ,20231214
1529,樂事綠能,297,200,0,"7,683","7,780","37,644",6,8,0,157,159,"37,644",3, ,20231214
1530,亞崴,10,7,0,274,277,"24,148",0,0,0,0,0,"24,148",1, ,20231214
1531,高林股,4,0,0,419,423,"45,902",0,0,0,0,0,"45,902",0, ,20231214
1532,勤美,120,120,0,"6,448","6,448","94,502",0,0,0,153,153,"94,502",0, ,20231214
1533,車王電,10,9,5,"2,500","2,496","24,636",1,0,0,37,36,"24,636",0, ,20231214
1535,中宇,0,2,0,79,77,"30,935",0,0,0,0,0,"30,935",0, ,20231214
1536,和大,78,110,5,"4,046","4,009","69,879",1,48,0,6,53,"69,879",0, ,20231214
1537,廣隆,2,2,0,81,81,"20,516",0,0,0,0,0,"20,516",0, ,20231214
1538,正峰,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231214
1539,巨庭,0,8,0,"2,172","2,164","16,342",0,0,0,8,8,"16,342",0, ,20231214
1540,喬福,43,20,0,"2,460","2,483","21,368",0,0,0,1,1,"21,368",0, ,20231214
1541,錩泰,0,10,0,280,270,"19,700",0,0,0,1,1,"19,700",0, ,20231214
1558,伸興,1,0,0,407,408,"16,633",0,0,0,0,0,"16,633",0, ,20231214
1560,中砂,246,266,0,"5,526","5,506","36,227",8,5,0,861,858,"36,227",0, ,20231214
1568,倉佑,156,114,0,"4,318","4,360","25,771",41,1,0,244,204,"25,771",15, ,20231214
1582,信錦,267,372,0,"6,854","6,749","33,942",1,78,47,700,730,"33,942",3, ,20231214
1583,程泰,0,0,0,45,45,"27,600",0,0,0,0,0,"27,600",0, ,20231214
1587,吉茂,12,25,0,"1,014","1,001","17,156",0,0,0,2,2,"17,156",0, ,20231214
1589,永冠-KY,13,75,0,"6,264","6,202","29,533",0,11,0,287,298,"29,533",0, ,20231214
1590,亞德客-KY,13,3,0,254,264,"49,999",0,0,0,1,1,"49,999",0, ,20231214
1597,直得,1,2,0,651,650,"22,315",0,0,0,1,1,"22,315",0, ,20231214
1598,岱宇,14,73,0,"4,337","4,278","39,902",0,0,0,5,5,"39,902",0, ,20231214
1603,華電,334,126,0,"7,414","7,622","47,922",0,0,0,118,118,"47,922",33, ,20231214
