公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註,日期
6861,睿生光電,155297,167678,166265,-7.38,-6.59,622083,694660,-10.44,,20220410
1802,台玻,3924970,3792957,4954460,3.48,-20.77,15341312,16624749,-7.72,,20220410
1806,冠軍,299284,309283,272636,-3.23,9.77,1046747,863071,21.28,,20220410
1809,中釉,225670,247446,178576,-8.8,26.37,835328,697285,19.79,,20220410
1810,和成,395729,462061,455094,-14.35,-13.04,1651899,1640929,0.66,,20220410
1817,凱撒衛,239932,272334,205788,-11.89,16.59,821342,765981,7.22,,20220410
1903,士紙,11582,16715,13658,-30.7,-15.19,58492,144415,-59.49,,20220410
1904,正隆,3855891,4080475,3720469,-5.5,3.63,15153644,14007256,8.18,,20220410
1905,華紙,1907254,2215413,1937683,-13.9,-1.57,7434021,7414961,0.25,,20220410
1906,寶隆,536695,520163,13997,3.17,3734.35,1640687,94952,1627.91,,20220410
1907,永豐餘,6240162,7334607,7325248,-14.92,-14.81,26055840,28639513,-9.02,,20220410
1909,榮成,4354354,5440234,3813448,-19.96,14.18,17901776,14966401,19.61,,20220410
6790,永豐實,697225,784873,806198,-11.16,-13.51,3138783,3395516,-7.56,,20220410
2002,中鋼,45410117,41662586,36906048,8.99,23.04,160622110,134727646,19.21,,20220410
2006,東和鋼鐵,5708162,6094900,5071187,-6.34,12.56,20896843,17939262,16.48,,20220410
2007,燁興,821080,758896,552310,8.19,48.66,2683677,2224904,20.61,,20220410
2008,高興昌,237669,129647,127751,83.32,86.04,677454,401417,68.76,,20220410
2009,第一銅,263231,280061,242517,-6.0,8.54,1042181,931667,11.86,,20220410
2010,春源,2173218,2423398,2204533,-10.32,-1.42,8472567,7677576,10.35,,20220410
2012,春雨,990905,1316111,949483,-24.7,4.36,4016020,3266405,22.94,,20220410
2013,中鋼構,1546719,1645303,1083852,-5.99,42.7,6051838,4622289,30.92,,20220410
2014,中鴻,5894869,4876441,4011635,20.88,46.94,18305092,14842157,23.33,,20220410
2015,豐興,3664177,4063689,2969908,-9.83,23.37,13612566,10865582,25.28,,20220410
2017,官田鋼,401303,418202,406409,-4.04,-1.25,1393843,1434183,-2.81,,20220410
2020,美亞,609974,624079,505460,-2.26,20.67,2221161,1869277,18.82,,20220410
2022,聚亨,1011389,808016,905818,25.16,11.65,3337589,3879053,-13.95,,20220410
2023,燁輝,8131183,7893700,7040344,3.0,15.49,31279288,25717710,21.62,,20220410
2024,志聯,102469,149735,130363,-31.56,-21.39,464775,494012,-5.91,,20220410
2025,千興,171177,168225,83818,1.75,104.22,704670,531839,32.49,,20220410
2027,大成鋼,11340809,12152616,8504918,-6.68,33.34,41535305,29526604,40.67,,20220410
2028,威致,1335087,1542908,1002548,-13.46,33.16,4990282,3771320,32.32,,20220410
2029,盛餘,1460944,1614513,1245262,-9.51,17.32,5655517,4452979,27.0,,20220410
2030,彰源,1499519,1931397,1131432,-22.36,32.53,5945602,4110453,44.64,,20220410
2031,新光鋼,1542909,2069133,1187740,-25.43,29.9,6161411,4422162,39.33,,20220410
2032,新鋼,297649,413615,276624,-28.03,7.6,1333441,1135752,17.4,,20220410
2033,佳大,71456,102907,68627,-30.56,4.12,308733,264189,16.86,,20220410
2034,允強,1693995,1419289,1268314,19.35,33.56,5775875,4660036,23.94,,20220410
2038,海光,895997,1025455,805877,-12.62,11.18,3602466,3096820,16.32,,20220410
2069,運錩,1367533,1267758,975613,7.87,40.17,5098670,3507706,45.35,,20220410
2211,長榮鋼,1158842,1132456,788423,2.32,46.98,4549991,3836620,18.59,,20220410
3004,豐達科,121758,147198,89725,-17.28,35.7,546385,421517,29.62,,20220410
5007,三星,565467,715250,610860,-20.94,-7.43,2441289,2242462,8.86,,20220410
5538,東明-KY,1266279,1579704,1064577,-19.84,18.94,5056323,3538244,42.9,,20220410
9958,世紀鋼,401960,626104,579986,-35.79,-30.69,2625572,2256818,16.33,,20220410
2101,南港,755434,664330,629066,13.71,20.08,2560421,2830141,-9.53,,20220410
2102,泰豐,124557,134614,111960,-7.47,11.25,478020,660891,-27.67,,20220410
2103,台橡,3039352,3105558,3011563,-2.13,0.92,11681379,11228374,4.03,,20220410
2104,國際中橡,1970896,1811794,2028567,8.78,-2.84,7182363,7395507,-2.88,,20220410
2105,正新,7344203,9821954,8748853,-25.22,-16.05,32005639,36240540,-11.68,,20220410
2106,建大,2934351,3811876,3107767,-23.02,-5.58,12393668,11670213,6.19,,20220410
2107,厚生,227984,182312,232755,25.05,-2.04,812883,1167168,-30.35,,20220410
2108,南帝,1254311,1342812,2628840,-6.59,-52.28,4749302,9582968,-50.44,,20220410
2109,華豐,438460,516663,445936,-15.13,-1.67,1895435,1762887,7.51,,20220410
2114,鑫永銓,169919,170144,166373,-0.13,2.13,624232,581759,7.3,,20220410
6582,申豐,126469,218331,832321,-42.07,-84.8,851613,3130984,-72.8,,20220410
1319,東陽,1793723,1890259,1463614,-5.1,22.55,6817961,5981950,13.97,,20220410
1338,廣華-KY,417500,722919,557726,-42.24,-25.14,2525014,2332246,8.26,,20220410
1339,昭輝,177505,160802,170515,10.38,4.09,689858,683101,0.98,,20220410
1512,瑞利,54886,64474,102657,-14.87,-46.53,213329,340114,-37.27,,20220410
1521,大億,378292,442764,392103,-14.56,-3.52,1605907,1667978,-3.72,,20220410
1522,堤維西,1619858,1744645,1359787,-7.15,19.12,6222103,5313561,17.09,,20220410
1524,耿鼎,230615,223543,121778,3.16,89.37,773799,582186,32.91,,20220410
1525,江申,116158,127488,116157,-8.88,0.0,420398,433681,-3.06,,20220410
1533,車王電,213337,231393,229800,-7.8,-7.16,966552,801910,20.53,,20220410
1536,和大,634368,627338,558067,1.12,13.67,2219324,2131021,4.14,,20220410
1568,倉佑,129939,179859,155613,-27.75,-16.49,628916,625621,0.52,,20220410
1587,吉茂,223761,232711,221466,-3.84,1.03,826246,756075,9.28,,20220410
2115,六暉-KY,281341,285614,296464,-1.49,-5.1,1075880,1164836,-7.63,,20220410
2201,裕隆,5618444,6429075,5907703,-12.6,-4.89,24717021,26754851,-7.61,,20220410
2204,中華,2529298,2511466,2621175,0.71,-3.5,9769176,11265861,-13.28,,20220410
2206,三陽工業,3984297,4190481,3712547,-4.92,7.31,15152199,13629690,11.17,,20220410
2207,和泰車,18418347,21209473,20954091,-13.15,-12.1,78681597,86537706,-9.07,,20220410
2227,裕日車,1582436,2467167,2590565,-35.86,-38.91,9346822,10491449,-10.91,,20220410
2228,劍麟,306431,413767,303370,-25.94,1.0,1375718,1289487,6.68,,20220410
2231,為升,257307,350640,402870,-26.61,-36.13,1252387,1565613,-20.0,,20220410
2233,宇隆,272613,325342,309068,-16.2,-11.79,1171742,1096143,6.89,,20220410
2236,百達-KY,91326,112219,92363,-18.61,-1.12,423958,417494,1.54,,20220410
2239,英利-KY,1300218,1255965,1866501,3.52,-30.33,6076577,6302004,-3.57,,20220410
2241,艾姆勒,70463,82086,85375,-14.15,-17.46,319244,323146,-1.2,,20220410
2243,宏旭-KY,191417,279113,49519,-31.41,286.55,480249,241270,99.05,,20220410
2247,汎德永業,4642251,3436726,4073587,35.07,13.95,14245104,14385552,-0.97,,20220410
2250,IKKA-KY,223370,286683,306118,-22.08,-27.03,1028523,1269634,-18.99,,20220410
2254,巨鎧精密-創,77913,86582,96835,-10.01,-19.54,335053,231729,44.58,,20220410
2497,怡利電,191865,272638,185709,-29.62,3.31,1022056,703248,45.33,,20220410
3346,麗清,401681,618615,464211,-35.06,-13.47,1943282,1964303,-1.07,,20220410
4551,智伸科,779405,802637,758924,-2.89,2.69,3117279,3021204,3.18,,20220410
4557,永新-KY,243602,261190,159251,-6.73,52.96,920659,565914,62.68,,20220410
4581,光隆精密-KY,73797,76319,81233,-3.3,-9.15,304597,312588,-2.55,,20220410
6288,聯嘉,310487,296338,287847,4.77,7.86,1237513,1271390,-2.66,,20220410
6605,帝寶,1307713,1480283,1355831,-11.65,-3.54,5344721,5429483,-1.56,,20220410
2302,麗正,73724,68638,65856,7.4,11.94,270145,230431,17.23,,20220410
2303,聯電,22796461,22140452,16382058,2.96,39.15,86219281,63479070,35.82,,20220410
2329,華泰,1462314,1496740,1368280,-2.3,6.87,5301214,5157176,2.79,,20220410
2330,台積電,172561382,171966525,111314794,0.34,55.02,663637255,473725024,40.08,,20220410
2337,旺宏,3879228,4256653,3810816,-8.86,1.79,15477183,13437960,15.17,,20220410
2338,光罩,698173,607303,479967,14.96,45.46,2405665,1756030,36.99,,20220410
2340,台亞,419749,460226,509918,-8.79,-17.68,1702033,2093328,-18.69,,20220410
2342,茂矽,190594,182005,138952,4.71,37.16,715489,550076,30.07,,20220410
2344,華邦電,8923615,9217307,8304909,-3.18,7.44,35437466,29630267,19.59,,20220410
2351,順德,1026609,983856,919853,4.34,11.6,3816816,3372067,13.18,,20220410
2363,矽統,18289,21594,16253,-15.3,12.52,61085,67405,-9.37,,20220410
2369,菱生,583835,642923,651712,-9.19,-10.41,2346146,2362492,-0.69,,20220410
2379,瑞昱,10406994,10449183,7811945,-0.4,33.21,40163305,31152691,28.92,,20220410
2388,威盛,718349,938854,468545,-23.48,53.31,2926298,2037899,43.59,,20220410
2401,凌陽,763491,761582,669462,0.25,14.04,2878090,2367789,21.55,,20220410
2408,南亞科,6598295,6740841,7394273,-2.11,-10.76,26544620,25124886,5.65,,20220410
2434,統懋,11453,8308,13600,37.85,-15.78,33149,47236,-29.82,,20220410
2436,偉詮電,233274,324582,270935,-28.13,-13.9,1180616,1023527,15.34,,20220410
2441,超豐,1714943,1677929,1591489,2.2,7.75,6428366,5807087,10.69,,20220410
2449,京元電子,3381747,3288635,2757602,2.83,22.63,12365584,10388492,19.03,,20220410
2451,創見,915455,1231553,1289337,-25.66,-28.99,4365091,4787957,-8.83,,20220410
2454,聯發科,52624634,59179559,36571590,-11.07,43.89,195335483,144604572,35.08,,20220410
2458,義隆,1257056,1645677,1712236,-23.61,-26.58,5355695,5868057,-8.73,,20220410
2481,強茂,1127441,1295734,1145856,-12.98,-1.6,4843579,4275335,13.29,,20220410
3006,晶豪科,1741074,1820994,2011711,-4.38,-13.45,6822332,6983187,-2.3,,20220410
3014,聯陽,515100,548971,576001,-6.16,-10.57,2125899,2097949,1.33,,20220410
3016,嘉晶,506365,502752,395568,0.71,28.0,1978936,1510187,31.03,,20220410
3034,聯詠,12319563,12469719,11083873,-1.2,11.14,48831248,37450388,30.38,,20220410
3035,智原,1121256,1105138,558416,1.45,100.79,4328101,2093391,106.75,,20220410
3041,揚智,241003,265889,244150,-9.35,-1.28,956442,812727,17.68,,20220410
3094,聯傑,27584,27600,29001,-0.05,-4.88,103383,96450,7.18,,20220410
3189,景碩,3748155,3744849,2732110,0.08,37.18,13762471,9958096,38.2,,20220410
3257,虹冠電,70572,75491,108477,-6.51,-34.94,268357,387446,-30.73,,20220410
3413,京鼎,867577,1161082,1034877,-25.27,-16.16,4277849,3732166,14.62,,20220410
3443,創意,1776528,1507078,1011945,17.87,75.55,6290771,4324136,45.48,,20220410
3450,聯鈞,534278,546521,615756,-2.24,-13.23,2199587,2357312,-6.69,,20220410
3530,晶相光,269871,304417,333001,-11.34,-18.95,952009,1256361,-24.22,,20220410
3532,台勝科,1330852,1304362,956367,2.03,39.15,5069257,3910012,29.64,,20220410
3545,敦泰,1132410,1261658,1908675,-10.24,-40.67,5025091,6258529,-19.7,,20220410
3583,辛耘,464513,388056,404880,19.7,14.72,1718847,1361439,26.25,,20220410
3588,通嘉,173171,183091,165969,-5.41,4.33,721873,595324,21.25,,20220410
3592,瑞鼎,2705153,2656999,2146631,1.81,26.01,10403330,7353130,41.48,,20220410
3661,世芯-KY,913462,854680,1008533,6.87,-9.42,3530333,3667820,-3.74,,20220410
3686,達能,1449,1480,16531,-2.09,-91.23,21530,49610,-56.6,,20220410
3711,日月光投控,48642595,51986331,41333449,-6.43,17.68,193033422,160803233,20.04,,20220410
4919,新唐,3706647,3789337,3495440,-2.18,6.04,14428908,13567920,6.34,,20220410
4952,凌通,368124,366641,301697,0.4,22.01,1339251,1026644,30.44,,20220410
4961,天鈺,2014567,2238790,1751503,-10.01,15.01,7976234,5755730,38.57,,20220410
4967,十銓,449686,655037,611842,-31.34,-26.5,2154561,2525191,-14.67,,20220410
4968,立積,300027,333993,614232,-10.16,-51.15,1162718,2355711,-50.64,,20220410
5222,全訊,70856,52072,67850,36.07,4.43,259395,306059,-15.24,,20220410
5269,祥碩,431811,482976,444871,-10.59,-2.93,1895145,2024311,-6.38,,20220410
5285,界霖,542632,547389,566678,-0.86,-4.24,2144750,2018990,6.22,,20220410
5471,松翰,355897,386073,547974,-7.81,-35.05,1382762,1935095,-28.54,,20220410
6202,盛群,612653,561983,523085,9.01,17.12,2530998,1987783,27.32,,20220410
6239,力成,7329899,7106130,6671415,3.14,9.87,28160530,25100648,12.19,,20220410
6243,迅杰,39378,77224,75906,-49.0,-48.12,249982,262314,-4.7,,20220410
6257,矽格,1646936,1731432,1350187,-4.88,21.97,6266472,4854564,29.08,,20220410
6271,同欣電,1187505,1248973,1112037,-4.92,6.78,4653086,4253299,9.39,,20220410
6415,矽力*-KY,2364667,2221940,1767759,6.42,33.76,8377805,5949047,40.82,,20220410
6451,訊芯-KY,373191,306732,416292,21.66,-10.35,1190387,1489136,-20.06,,20220410
6515,穎崴,224905,255762,185151,-12.06,21.47,1025724,731667,40.19,,20220410
6525,捷敏-KY,390186,407394,382680,-4.22,1.96,1656343,1443863,14.71,,20220410
6526,達發,1958587,2036793,733793,-3.83,166.91,7144649,3075341,132.32,,20220410
6531,愛普*,476816,506750,518317,-5.9,-8.0,2022324,1746243,15.8,,20220410
6533,晶心科,45193,112637,53911,-59.87,-16.17,256221,205037,24.96,,20220410
6552,易華電,260126,241453,273400,7.73,-4.85,889137,985180,-9.74,,20220410
6573,虹揚-KY,111156,122148,206948,-8.99,-46.28,435494,732187,-40.52,,20220410
6695,芯鼎,111281,104143,100513,6.85,10.71,374020,320256,16.78,,20220410
6719,力智,563636,571867,394806,-1.43,42.76,2272134,1564195,45.25,,20220410
6756,威鋒電子,337330,350412,266771,-3.73,26.44,1322237,991922,33.3,,20220410
6770,力積電,7326656,7203726,4948749,1.7,48.05,28035084,18187809,54.14,,20220410
6789,采鈺,821991,893777,541013,-8.03,51.93,3117543,2193449,42.12,,20220410
6799,來頡,114987,110726,79458,3.84,44.71,434459,313548,38.56,,20220410
8016,矽創,1743832,1874061,1765268,-6.94,-1.21,7337442,5807908,26.33,,20220410
8028,昇陽半導體,254780,248423,233617,2.55,9.05,981841,905360,8.44,,20220410
8081,致新,895384,937553,769287,-4.49,16.39,3435627,2953656,16.31,,20220410
8110,華東,765785,768059,730826,-0.29,4.78,3059527,2136721,43.18,,20220410
8131,福懋科,919366,882846,840933,4.13,9.32,3482000,3375287,3.16,,20220410
8150,南茂,2344156,2355327,2283389,-0.47,2.66,9069378,8748728,3.66,,20220410
8261,富鼎,327677,404370,310696,-18.96,5.46,1459379,1339451,8.95,,20220410
8271,宇瞻,729186,759685,784520,-4.01,-7.05,3032646,2883400,5.17,,20220410
2301,光寶科,13768307,15146833,13642841,-9.1,0.91,54999801,51360355,7.08,,20220410
2305,全友,24519,46476,53021,-47.24,-53.75,135755,194271,-30.12,,20220410
2324,仁寶,53921071,102763594,89350327,-47.52,-39.65,321778750,359341861,-10.45,,20220410
2331,精英,2992104,2787098,2244933,7.35,33.28,10441525,8756096,19.24,,20220410
2352,佳世達,19540071,22449937,17346469,-12.96,12.64,80406190,68250150,17.81,,20220410
2353,宏��,19225271,30309589,24949924,-36.57,-22.94,97598193,96507474,1.13,,20220410
2356,英業達,44158128,53568184,38194670,-17.56,15.61,172953151,150042859,15.26,,20220410
2357,華碩,33389173,55033532,39139014,-39.32,-14.69,171811913,155300696,10.63,,20220410
2362,藍天,590152,2240675,1858099,-73.66,-68.23,6994160,7462029,-6.26,,20220410
2364,倫飛,72949,75682,93000,-3.61,-21.56,269928,278270,-2.99,,20220410
2365,昆盈,126928,91049,87361,39.4,45.29,409739,519143,-21.07,,20220410
2376,技嘉,7626462,9500937,11047434,-19.72,-30.96,40228519,39414394,2.06,,20220410
2377,微星,15608092,17781712,15077434,-12.22,3.51,68646878,63082394,8.82,,20220410
2380,虹光,135322,299470,286603,-54.81,-52.78,859857,919027,-6.43,,20220410
2382,廣達,66728103,110288470,84836851,-39.49,-21.34,368509358,353790463,4.16,,20220410
2387,精元,1239445,2311930,2160395,-46.38,-42.62,7269908,7392979,-1.66,,20220410
2395,研華,4775924,6103542,4675360,-21.75,2.15,20895441,17836762,17.14,,20220410
2397,友通,1362243,1468502,692175,-7.23,96.8,5233071,2700293,93.79,,20220410
2399,映泰,176243,198588,212013,-11.25,-16.87,867007,807539,7.36,,20220410
2405,輔信,170906,129272,134823,32.2,26.76,592895,528988,12.08,,20220410
2417,圓剛,319881,328535,471004,-2.63,-32.08,1260873,1749841,-27.94,,20220410
2425,承啟,490459,569574,470447,-13.89,4.25,1942741,1691971,14.82,,20220410
2465,麗臺,319960,403543,1025636,-20.71,-68.8,1831353,2664992,-31.28,,20220410
2495,普安,85739,106072,95003,-19.16,-9.75,338777,340011,-0.36,,20220410
3002,歐格,62172,78611,51419,-20.91,20.91,242150,184955,30.92,,20220410
3005,神基,1330849,2627664,2963080,-49.35,-55.08,8887845,10206108,-12.91,,20220410
3013,晟銘電,461921,425410,317611,8.58,45.43,1639695,1376647,19.1,,20220410
3017,奇鋐,4514840,4192159,4484334,7.69,0.68,17107681,15083130,13.42,,20220410
3022,威強電,454487,466483,513413,-2.57,-11.47,2010559,1940005,3.63,,20220410
3046,建��,125291,343941,185911,-63.57,-32.6,844281,670780,25.86,,20220410
3057,喬鼎,70129,109796,51161,-36.12,37.07,340173,264383,28.66,,20220410
3060,銘異,322971,376709,272735,-14.26,18.41,1290690,1143258,12.89,,20220410
3231,緯創,68352110,94858526,68220509,-27.94,0.19,294797891,245359675,20.14,,20220410
3416,融程電,194314,285470,173082,-31.93,12.26,782028,757780,3.19,,20220410
3494,誠研,49794,45130,43297,10.33,15.0,166520,145986,14.06,,20220410
3515,華擎,1169369,1552531,1945465,-24.67,-39.89,6218397,6621634,-6.08,,20220410
3652,精聯,173400,230230,177669,-24.68,-2.4,707850,727268,-2.66,,20220410
3701,大眾控,1119616,934126,783043,19.85,42.98,3968693,2967136,33.75,,20220410
3706,神達,3034004,4269127,4136027,-28.93,-26.64,14347050,15563547,-7.81,,20220410
3712,永崴投控,1191128,982839,495242,21.19,140.51,3782850,2728357,38.64,,20220410
4916,事欣科,180047,235429,212799,-23.52,-15.39,723414,645184,12.12,,20220410
4938,和碩,75061027,115562874,93006268,-35.04,-19.29,398885788,309627894,28.82,,20220410
5215,科嘉-KY,259076,233759,318555,10.83,-18.67,933904,1326111,-29.57,,20220410
5258,虹堡,421135,506289,283512,-16.81,48.54,1828904,1078607,69.56,,20220410
6117,迎廣,197556,226617,171395,-12.82,15.26,807090,712046,13.34,,20220410
6128,上福,481064,590441,401770,-18.52,19.73,1972884,1560157,26.45,,20220410
6166,凌華,731737,1006562,733980,-27.3,-0.3,3313121,2830310,17.05,,20220410
6206,飛捷,484957,508661,405638,-4.66,19.55,1998528,1320622,51.33,,20220410
6230,尼得科超眾,890204,820397,760984,8.5,16.98,3238919,3234962,0.12,,20220410
6235,華孚,266758,341787,209501,-21.95,27.33,1191414,846430,40.75,,20220410
6277,宏正,368338,455032,399492,-19.05,-7.79,1601002,1630909,-1.83,,20220410
6414,樺漢,7374501,8525103,7016323,-13.49,5.1,29047625,24649954,17.84,,20220410
6579,研揚,551932,790224,379459,-30.15,45.45,2503623,1646014,52.1,,20220410
6591,動力-KY,128258,281249,186556,-54.39,-31.24,784628,656684,19.48,,20220410
6669,緯穎,19912809,24281416,16616629,-17.99,19.83,70618226,55906921,26.31,,20220410
8114,振樺電,880697,1127915,662960,-21.91,32.84,3541018,2635768,34.34,,20220410
8163,達方,2478075,2752497,2525742,-9.96,-1.88,9893402,8525690,16.04,,20220410
8210,勤誠,520343,813905,760631,-36.06,-31.59,2609049,2579558,1.14,,20220410
9912,偉聯,51411,59707,58831,-13.89,-12.61,197999,189948,4.23,,20220410
2323,中環,639600,673102,637002,-4.97,0.4,2684720,2836272,-5.34,,20220410
2349,錸德,610566,617074,660828,-1.05,-7.6,2210515,2426992,-8.91,,20220410
2374,佳能,438545,416552,258395,5.27,69.71,1481523,874154,69.48,,20220410
2393,億光,1360067,2030909,2066504,-33.03,-34.18,6862123,7953077,-13.71,,20220410
2406,國碩,591311,569386,706188,3.85,-16.26,2350062,2954374,-20.45,,20220410
2409,友達,20223010,28042889,29600923,-27.88,-31.68,101750872,112541542,-9.58,,20220410
2426,鼎元,222343,234984,279978,-5.37,-20.58,905474,1039412,-12.88,,20220410
2429,銘旺科,50958,62178,105950,-18.04,-51.9,202326,369023,-45.17,,20220410
2438,翔耀,22285,24640,33949,-9.55,-34.35,86279,131817,-34.54,,20220410
2466,冠西電,79756,57330,70422,39.11,13.25,287937,286427,0.52,,20220410
2486,一詮,483987,498762,490178,-2.96,-1.26,1820463,1803103,0.96,,20220410
2489,瑞軒,1033923,1662106,1462046,-37.79,-29.28,5441395,5969527,-8.84,,20220410
2491,吉祥全,-19552,-50073,218921,60.95,-108.93,-92699,351935,-126.33,,20220410
3008,大立光,3127928,3756153,3388659,-16.72,-7.69,13260674,15208502,-12.8,,20220410
3019,亞光,1535772,1765510,1668547,-13.01,-7.95,6024514,6396971,-5.82,,20220410
3024,憶聲,167315,164633,116649,1.62,43.43,546813,513593,6.46,,20220410
3031,佰鴻,160064,130058,163942,23.07,-2.36,488111,500170,-2.41,,20220410
3038,全台,375986,340280,337156,10.49,11.51,1403885,1281918,9.51,,20220410
3049,精金,202991,259948,269209,-21.91,-24.59,892694,1214914,-26.52,,20220410
3050,鈺德,91322,99036,81551,-7.78,11.98,355979,328410,8.39,,20220410
3051,力特,298011,265081,312577,12.42,-4.65,1071893,1064835,0.66,,20220410
3059,華晶科,600491,1323132,748711,-54.61,-19.79,4173260,2729574,52.89,,20220410
3149,正達,218359,159002,192395,37.33,13.49,713533,816812,-12.64,,20220410
3356,奇偶,100920,112724,107173,-10.47,-5.83,376400,371304,1.37,,20220410
3406,玉晶光,910760,1235702,674298,-26.29,35.06,4294603,3235253,32.74,,20220410
3437,榮創,230011,303037,331030,-24.09,-30.51,1138403,1869698,-39.11,,20220410
3454,晶睿,710899,712514,468894,-0.22,51.61,2580676,1750166,47.45,,20220410
3481,群創,20610359,23923038,30345891,-13.84,-32.08,90496378,114184587,-20.74,,20220410
3504,揚明光,215750,482887,377244,-55.32,-42.8,1417717,1411760,0.42,,20220410
3535,晶彩科,202182,241894,86784,-16.41,132.97,579275,585583,-1.07,,20220410
3543,州巧,242856,304765,278227,-20.31,-12.71,1069079,1102217,-3.0,,20220410
3563,牧德,191166,203747,230980,-6.17,-17.23,802385,919805,-12.76,,20220410
3576,聯合再生,1073024,1651649,1015150,-35.03,5.7,5755297,4020118,43.16,,20220410
3591,艾笛森,153478,163231,203476,-5.97,-24.57,627803,745023,-15.73,,20220410
3622,洋華,166183,196551,125232,-15.45,32.7,542188,462461,17.23,,20220410
3673,TPK-KY,6813646,10556975,9177309,-35.45,-25.75,31905329,38362819,-16.83,,20220410
3714,富采,2952625,2955535,2911948,-0.09,1.39,11498767,9790807,17.44,,20220410
4934,太極,165517,113980,210900,45.21,-21.51,490563,624695,-21.47,,20220410
4935,茂林-KY,434847,961252,969095,-54.76,-55.12,2876891,3639627,-20.95,,20220410
4942,嘉彰,752533,784139,708641,-4.03,6.19,2976632,2714416,9.66,,20220410
4956,光鋐,105533,121296,150737,-12.99,-29.98,435801,588740,-25.97,,20220410
4960,誠美材,1097421,953878,901892,15.04,21.67,3882040,3648253,6.4,,20220410
4976,佳凌,102281,87974,142861,16.26,-28.4,340744,619536,-45.0,,20220410
5234,達興材料,379599,413319,365522,-8.15,3.85,1575855,1440131,9.42,,20220410
5243,乙盛-KY,839928,1188181,1079163,-29.3,-22.16,3780477,3756202,0.64,,20220410
5244,弘凱,92907,96876,122964,-4.09,-24.44,354383,449640,-21.18,,20220410
5484,慧友,16897,17633,42636,-4.17,-60.36,78437,127996,-38.71,,20220410
6116,彩晶,1385548,1739702,2750339,-20.35,-49.62,6341496,10637981,-40.38,,20220410
6120,達運,1425056,1643869,1618373,-13.31,-11.94,6437204,6254457,2.92,,20220410
6164,華興,90237,83007,76054,8.71,18.64,318983,299852,6.38,,20220410
6168,宏齊,261230,245715,272549,6.31,-4.15,950836,953974,-0.32,,20220410
6176,瑞儀,2788969,5728344,4924942,-51.31,-43.37,17166751,18992527,-9.61,,20220410
6209,今國光,300583,374967,273106,-19.83,10.06,1191772,1095899,8.74,,20220410
6225,天瀚,831,1537,1042,-45.93,-20.24,10257,4815,113.02,,20220410
6226,光鼎,61656,136464,81608,-54.81,-24.44,318812,288753,10.4,,20220410
6278,台表科,4560277,6018163,4945016,-24.22,-7.78,22690802,16456780,37.88,,20220410
6405,悅城,41382,48515,44178,-14.7,-6.32,177324,142118,24.77,,20220410
6443,元晶,702186,689508,454450,1.83,54.51,2707906,1591282,70.17,,20220410
6456,GIS-KY,8182690,12851383,10667734,-36.32,-23.29,36317710,35874541,1.23,,20220410
6477,安集,358235,295233,91238,21.33,292.63,1120084,284056,294.31,,20220410
6668,中揚光,112763,111219,105394,1.38,6.99,374640,463779,-19.22,,20220410
6706,惠特,546542,606047,429677,-9.81,27.19,2363135,1613766,46.43,,20220410
6742,澤米,44496,43948,32582,1.24,36.56,159748,127900,24.9,,20220410
8104,錸寶,203442,125145,195140,62.56,4.25,561517,682272,-17.69,,20220410
8105,凌巨,742827,910040,895224,-18.37,-17.02,3334252,3089959,7.9,,20220410
8215,明基材,1418687,1400084,1369750,1.32,3.57,5582747,5446032,2.51,,20220410
2314,台揚,337985,388750,310826,-13.05,8.73,1271959,1312127,-3.06,,20220410
2321,東訊,85007,92540,81357,-8.14,4.48,358131,328519,9.01,,20220410
2332,友訊,1293585,1543114,1155108,-16.17,11.98,5308384,5052754,5.05,,20220410
2345,智邦,5625973,6749720,4624529,-16.64,21.65,21355534,17822908,19.82,,20220410
2412,中華電,17602247,17323389,16340190,1.6,7.72,68896986,66441185,3.69,,20220410
2419,仲琦,779427,908498,749862,-14.2,3.94,3217936,3570105,-9.86,,20220410
2424,隴華,9264,11688,1147,-20.73,707.67,23745,6453,267.96,,20220410
2439,美律,2113643,2189938,2830459,-3.48,-25.32,8132582,10565508,-23.02,,20220410
2444,兆勁,157899,183595,103635,-13.99,52.36,582909,547967,6.37,,20220410
2450,神腦,2422175,2898335,2205259,-16.42,9.83,10492305,9749043,7.62,,20220410
2455,全新,256100,286258,288878,-10.53,-11.34,1095297,1178095,-7.02,,20220410
2485,兆赫,408879,528601,521919,-22.64,-21.65,1801360,1925317,-6.43,,20220410
2498,宏達電,209333,425400,380022,-50.79,-44.91,1313485,1555109,-15.53,,20220410
3025,星通,48128,40480,32117,18.89,49.85,173038,153872,12.45,,20220410
3027,盛達,81341,81059,85926,0.34,-5.33,335006,286636,16.87,,20220410
3045,台灣大,12951974,13375035,11237224,-3.16,15.25,52739767,46549814,13.29,,20220410
3047,訊舟,479966,507606,434633,-5.44,10.43,1854307,1653334,12.15,,20220410
3062,建漢,201156,243776,309978,-17.48,-35.1,979008,1367144,-28.39,,20220410
3138,耀登,103126,138397,129821,-25.48,-20.56,476005,442739,7.51,,20220410
3311,閎暉,179367,171836,151712,4.38,18.22,649604,622377,4.37,,20220410
3380,明泰,2086051,2876756,2143116,-27.48,-2.66,8960941,9336403,-4.02,,20220410
