代號,名稱,前日餘額,賣出,買進,現券,今日餘額,限額,前日餘額,當日賣出,當日還券,當日調整,當日餘額,次一營業日可限額,備註,日期
1447,力鵬,"33,000",0,0,0,"33,000","227,517,810","5,373,000",0,0,0,"5,373,000","368,331", ,20231215
1449,佳和,"453,000","16,000","8,000",0,"461,000","20,671,741","1,489,000","2,000",0,0,"1,491,000","1,546,114", ,20231215
1451,年興,0,0,0,0,0,"51,597,500","974,000",0,0,0,"974,000","78,272", ,20231215
1452,宏益,0,0,0,0,0,"33,160,350","415,000",0,0,0,"415,000","34,330", ,20231215
1453,大將,"17,000","5,000",0,0,"22,000","26,685,608","572,200","1,000",0,0,"573,200","120,187", ,20231215
1454,台富,0,0,0,0,0,"32,458,462","139,000",0,0,0,"139,000","14,219", ,20231215
1455,集盛,"85,000","8,000","10,000",0,"83,000","132,922,095","3,691,000","7,000","6,000",0,"3,692,000","377,309", ,20231215
1456,怡華,0,0,0,0,0,"23,430,000","82,000",0,0,0,"82,000","20,367", ,20231215
1457,宜進,0,0,0,0,0,"75,411,910","1,303,000",0,0,0,"1,303,000","128,012", ,20231215
1459,聯發,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1460,宏遠,0,0,0,0,0,0,"2,895,000",0,"1,077,000",0,"1,818,000","184,450",X ,20231215
1463,強盛,0,0,0,0,0,"43,317,095","699,000","12,000",0,0,"711,000","121,608", ,20231215
1464,得力,0,0,0,0,0,"101,909,897","1,071,000",0,0,0,"1,071,000","59,116", ,20231215
1465,偉全,0,0,0,0,0,"25,901,816","49,000",0,0,0,"49,000","10,637", ,20231215
1466,聚隆,"22,000","4,000",0,0,"26,000","27,789,330","275,000","3,000",0,0,"278,000","140,627", ,20231215
1467,南緯,"15,000",0,0,0,"15,000","42,052,440","4,202,000","7,000",0,0,"4,209,000","207,375", ,20231215
1468,昶和,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1470,大統新創,0,0,0,0,0,"21,441,750","41,000",0,0,0,"41,000","7,660", ,20231215
1471,首利,"4,000",0,0,0,"4,000",0,0,0,0,0,0,0,XV ,20231215
1472,三洋實業,0,0,0,0,0,"2,658,813","13,000",0,0,0,"13,000","60,306", ,20231215
1473,台南,"4,000",0,0,0,"4,000","36,538,383","712,000","8,000",0,0,"720,000","115,551", ,20231215
1474,弘裕,0,0,0,0,0,"32,474,242","272,000",0,0,0,"272,000","38,010", ,20231215
1475,業旺,0,0,0,0,0,0,"63,000",0,0,0,"63,000","26,391",X ,20231215
1476,儒鴻,"8,000",0,0,0,"8,000","68,591,777","683,616",0,0,0,"683,616","205,534", ,20231215
1477,聚陽,"125,000",0,"1,000",0,"124,000","60,464,145","2,173,294","72,000","14,000",0,"2,231,294","622,739", ,20231215
1503,士電,"350,000","94,000","84,000",0,"360,000","130,243,055","10,553,000","718,000","21,000",0,"11,250,000","2,632,886", ,20231215
1504,東元,"231,000","56,000","56,000",0,"231,000","534,699,154","28,586,000","995,000","495,000",0,"29,086,000","4,718,685", ,20231215
1506,正道,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1512,瑞利,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1513,中興電,"1,165,000","21,000","253,000",0,"933,000","125,778,128","24,798,000","390,000","246,000",0,"24,942,000","6,085,994", ,20231215
1514,亞力,"4,891,000","163,000","245,000","81,000","4,728,000","61,733,823","6,778,070","765,000","278,000",0,"7,265,070","8,194,168", ,20231215
1515,力山,"891,000","11,000","49,000",0,"853,000","45,368,375","1,900,676","65,000",0,0,"1,965,676","2,781,258", ,20231215
1516,川飛,"1,000",0,"1,000",0,0,"9,705,035","168,821",0,0,0,"168,821","63,936", ,20231215
1517,利奇,"142,000","2,000",0,0,"144,000","56,421,251","2,633,000",0,0,0,"2,633,000","58,314", ,20231215
1519,華城,"2,594,000","56,000","134,000",0,"2,516,000","65,264,637","3,941,000","141,000","83,000",0,"3,999,000","4,624,812", ,20231215
1521,大億,0,"2,000",0,0,"2,000","19,057,500","259,000","5,000",0,0,"264,000","96,074", ,20231215
1522,堤維西,"481,000","9,000","8,000",0,"482,000","78,224,470","4,828,000","8,000","31,000",0,"4,805,000","2,580,922", ,20231215
1524,耿鼎,"1,785,000","27,000","307,000",0,"1,505,000","41,327,599","4,441,000","630,000",0,0,"5,071,000","5,216,804", ,20231215
1525,江申,"161,000",0,0,0,"161,000","18,350,033","311,000",0,0,0,"311,000","47,031", ,20231215
1526,日馳,"6,000",0,0,0,"6,000","15,000,000","804,000",0,0,0,"804,000","23,101", ,20231215
1527,鑽全,"4,000",0,0,0,"4,000","34,642,660","1,317,000",0,0,0,"1,317,000","48,010", ,20231215
1528,恩德,0,0,0,0,0,"47,832,750","2,838,000","2,000",0,0,"2,840,000","212,241", ,20231215
1529,樂事綠能,"159,000","3,000","18,000",0,"144,000","37,644,435","6,022,440","150,000",0,0,"6,172,440","1,441,888", ,20231215
1530,亞崴,0,0,0,0,0,"24,148,542","70,000",0,0,0,"70,000","18,975", ,20231215
1531,高林股,0,0,0,0,0,"45,902,020","225,000",0,0,0,"225,000","33,596", ,20231215
1532,勤美,"153,000",0,0,0,"153,000","94,502,271","1,311,000","28,000","3,000",0,"1,336,000","406,344", ,20231215
1533,車王電,"36,000",0,"4,000",0,"32,000","24,636,871","1,566,195",0,0,0,"1,566,195","88,454", ,20231215
1535,中宇,0,0,0,0,0,"30,935,638","298,000",0,0,0,"298,000","20,033", ,20231215
1536,和大,"53,000",0,"42,000",0,"11,000","69,879,378","10,520,443","179,000",0,0,"10,699,443","192,541", ,20231215
1537,廣隆,0,0,0,0,0,"20,516,198","759,000","4,000",0,0,"763,000","33,361", ,20231215
1538,正峰,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1539,巨庭,"8,000",0,0,0,"8,000","16,342,500","578,000","10,000",0,0,"588,000","49,039", ,20231215
1540,喬福,"1,000",0,0,0,"1,000","21,368,403","1,089,000",0,0,0,"1,089,000","158,479", ,20231215
1541,錩泰,"1,000",0,0,0,"1,000","19,700,000","66,000",0,0,0,"66,000","24,638", ,20231215
1558,伸興,0,0,0,0,0,"16,633,907","339,000","7,000",0,0,"346,000","29,009", ,20231215
1560,中砂,"858,000","7,000","32,000",0,"833,000","36,227,472","3,102,000","96,000",0,0,"3,198,000","1,337,534", ,20231215
1568,倉佑,"204,000","1,000","15,000",0,"190,000","25,771,639","1,707,000","108,000","15,000",0,"1,800,000","1,296,024", ,20231215
1582,信錦,"730,000","37,000","43,000","137,000","587,000","33,942,530","1,003,000",0,"96,000",0,"907,000","2,108,054", ,20231215
1583,程泰,0,0,0,0,0,"27,600,093","18,000",0,0,0,"18,000","2,582", ,20231215
1587,吉茂,"2,000",0,0,0,"2,000","17,156,112","514,980",0,0,0,"514,980","19,679", ,20231215
1589,永冠-KY,"298,000",0,"1,000",0,"297,000","29,533,985","3,981,431","3,000",0,0,"3,984,431","133,020", ,20231215
1590,亞德客-KY,"1,000",0,0,0,"1,000","49,999,999","1,399,000","28,000","3,000",0,"1,424,000","169,165", ,20231215
1597,直得,"1,000",0,0,0,"1,000","22,315,451","557,000","1,000",0,0,"558,000","21,804", ,20231215
1598,岱宇,"5,000","5,000",0,0,"10,000","39,902,438","1,773,000","27,000",0,0,"1,800,000","198,235", ,20231215
1603,華電,"118,000","1,000",0,0,"119,000","47,922,000","1,907,000","42,000",0,0,"1,949,000","871,344", ,20231215
1604,聲寶,"6,000",0,"1,000",0,"5,000","96,050,000","1,582,000",0,0,0,"1,582,000","95,783", ,20231215
1605,華新,"491,000","248,000","30,000",0,"709,000","1,007,833,237","85,521,772","6,334,000","199,000",0,"91,656,772","7,298,191", ,20231215
1608,華榮,"27,000","29,000",0,0,"56,000","158,193,376","5,953,000","19,000","215,000",0,"5,757,000","938,164", ,20231215
1609,大亞,"893,000","3,000","24,000",0,"872,000","179,670,704","49,855,436","3,285,000","116,000",0,"53,024,436","3,724,838", ,20231215
1611,中電,"18,000",0,0,0,"18,000","80,683,935","6,838,240","12,000",0,0,"6,850,240","254,635", ,20231215
1612,宏泰,"108,000","2,000","39,000",0,"71,000","79,020,015","3,532,000","76,000","115,000",0,"3,493,000","1,372,919", ,20231215
1614,三洋電,0,0,0,0,0,"67,278,351","253,000",0,0,0,"253,000","18,001", ,20231215
1615,大山,"3,000",0,0,"3,000",0,"40,930,674","254,000","34,000",0,0,"288,000","117,374", ,20231215
1616,億泰,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1617,榮星,0,0,0,0,0,"39,449,459","81,685",0,0,0,"81,685","40,302", ,20231215
1618,合機,"885,000","15,000","281,000",0,"619,000","48,172,936","2,598,000","33,000","69,000",0,"2,562,000","3,392,735", ,20231215
1626,艾美特-KY,0,0,0,0,0,"38,205,430","256,620",0,0,0,"256,620","24,681", ,20231215
1701,中化,"34,000",0,"2,000",0,"32,000","74,520,270","3,366,000","25,000","30,000",0,"3,361,000","774,713", ,20231215
1702,南僑,"1,000",0,0,0,"1,000","73,533,240","1,168,000",0,0,0,"1,168,000","115,235", ,20231215
1707,葡萄王,0,0,0,0,0,"34,071,593","676,000",0,"33,000",0,"643,000","80,799", ,20231215
1708,東鹼,"10,000","1,000",0,0,"11,000","62,250,412","8,837,000","5,000","133,000",0,"8,709,000","290,366", ,20231215
1709,和益,"11,000",0,0,0,"11,000","119,254,068","5,682,000",0,0,0,"5,682,000","122,427", ,20231215
1710,東聯,"7,000",0,0,0,"7,000","221,425,757","13,867,000","65,000",0,0,"13,932,000","490,877", ,20231215
1711,永光,"19,000",0,0,0,"19,000","136,938,056","11,965,200","37,000","6,000",0,"11,996,200","288,650", ,20231215
1712,興農,"19,000","1,000","2,000",0,"18,000","105,123,146","6,666,000","5,000","31,000",0,"6,640,000","193,768", ,20231215
1713,國化,"12,000",0,"2,000",0,"10,000","37,737,925","184,000","14,000",0,0,"198,000","48,436", ,20231215
1714,和桐,"73,000","3,000",0,0,"76,000","254,206,202","4,275,000","5,000",0,0,"4,280,000","714,047", ,20231215
1717,長興,"10,000",0,0,0,"10,000","294,566,370","4,951,000","188,000",0,0,"5,139,000","447,905", ,20231215
1718,中纖,"5,000",0,0,0,"5,000","421,476,436","7,662,280","39,000","1,000",0,"7,700,280","796,012", ,20231215
1720,生達,"5,000",0,0,0,"5,000","44,674,022","1,171,000","1,000",0,0,"1,172,000","320,952", ,20231215
1721,三晃,"190,000",0,0,0,"190,000","41,428,893","6,816,000","6,000","9,000",0,"6,813,000","1,370,626", ,20231215
1722,台肥,"41,000","6,000",0,0,"47,000","245,000,000","4,802,000","341,000",0,0,"5,143,000","751,801", ,20231215
1723,中碳,"15,000",0,"13,000",0,"2,000","59,226,120","1,816,000",0,0,0,"1,816,000","99,397", ,20231215
1725,元禎,0,0,0,0,0,"45,457,494","46,000",0,0,0,"46,000","9,689", ,20231215
1726,永記,0,0,0,0,0,"40,500,000","33,000",0,0,0,"33,000","6,906", ,20231215
1727,中華化,"353,000","7,000",0,0,"360,000","29,616,062","3,048,000","7,000",0,0,"3,055,000","262,305", ,20231215
1730,花仙子,0,0,0,0,0,"15,808,462","36,000",0,0,0,"36,000","8,592", ,20231215
1731,美吾華,"2,000",0,0,0,"2,000","33,228,811","737,000",0,0,0,"737,000","189,252", ,20231215
1732,毛寶,"267,000","10,000","17,000",0,"260,000","10,610,989","349,000",0,0,0,"349,000","448,119", ,20231215
1733,五鼎,"1,000","1,000",0,0,"2,000","24,987,548","795,000",0,0,0,"795,000","205,932", ,20231215
1734,杏輝,"7,000",0,0,0,"7,000","41,930,505","2,364,000",0,"1,000",0,"2,363,000","255,443", ,20231215
1735,日勝化,0,0,0,0,0,"24,847,000","102,000",0,0,0,"102,000","2,688", ,20231215
1736,喬山,"110,000","6,000","1,000",0,"115,000","75,904,154","1,778,215","4,000",0,0,"1,782,215","127,343", ,20231215
1737,臺鹽,0,0,0,0,0,"50,000,000","2,106,000",0,0,0,"2,106,000","50,164", ,20231215
1752,南光,"57,000",0,0,0,"57,000","25,247,118","1,691,000","21,000",0,0,"1,712,000","371,321", ,20231215
1760,寶齡富錦,"110,000","1,000","1,000",0,"110,000","21,434,753","6,872,912","20,000","1,000",0,"6,891,912","597,030", ,20231215
1762,中化生,"148,000","47,000","1,000",0,"194,000","19,390,000","2,656,000","46,000",0,0,"2,702,000","187,385", ,20231215
1773,勝一,"1,000",0,0,0,"1,000","62,500,000","528,500","11,000","1,000",0,"538,500","62,080", ,20231215
1776,展宇,0,0,0,0,0,"15,027,336","18,000",0,0,0,"18,000","9,520", ,20231215
1783,和康生,"10,000",0,0,0,"10,000","20,058,018","1,536,500","13,000",0,0,"1,549,500","65,798", ,20231215
1786,科妍,"22,000",0,0,0,"22,000","16,932,777","775,625",0,0,0,"775,625","45,423", ,20231215
1789,神隆,0,0,0,0,0,"197,684,805","5,803,000","16,000",0,0,"5,819,000","315,838", ,20231215
1795,美時,"715,000","63,000","13,000",0,"765,000","61,860,241","17,103,000","81,000","62,000",0,"17,122,000","2,454,285", ,20231215
1802,台玻,"385,000","13,000","12,000",0,"386,000","727,015,200","33,097,000","217,000",0,0,"33,314,000","1,353,832", ,20231215
1805,寶徠,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
1806,冠軍,"9,000","9,000","2,000",0,"16,000","97,600,967","1,423,000","8,000",0,0,"1,431,000","172,915", ,20231215
1808,潤隆,"5,000","5,000",0,0,"10,000","112,756,533","3,121,410","45,000",0,0,"3,166,410","276,443", ,20231215
1809,中釉,"114,000","71,000",0,"3,000","182,000","41,760,484","2,523,000",0,0,0,"2,523,000","594,169", ,20231215
1810,和成,"67,000",0,"2,000",0,"65,000","75,575,929","5,686,000","4,000","101,000",0,"5,589,000","251,325", ,20231215
1817,凱撒衛,0,0,0,0,0,"18,150,000","94,000",0,0,0,"94,000","32,402", ,20231215
1903,士紙,"1,000",0,0,0,"1,000","65,009,780","1,846,000",0,0,0,"1,846,000","68,094", ,20231215
1904,正隆,"8,000",0,0,0,"8,000","277,068,630","9,338,000","18,000","19,000",0,"9,337,000","274,965", ,20231215
1905,華紙,"122,000","3,000",0,0,"125,000","275,708,829","28,663,000","250,000",0,0,"28,913,000","926,549", ,20231215
1906,寶隆,0,0,0,0,0,"37,750,000","842,000",0,0,0,"842,000","25,877", ,20231215
1907,永豐餘,"187,000","129,000","5,000",0,"311,000","415,092,873","60,407,620","949,000","2,932,000",0,"58,424,620","1,123,972", ,20231215
1909,榮成,"14,000","1,000","1,000",0,"14,000","331,921,431","8,719,885","8,000","449,000",0,"8,278,885","410,143", ,20231215
2002,中鋼,"473,000","176,000","27,000",0,"622,000","3,933,715,249","284,672,264","4,988,000","2,020,000",0,"287,640,264","13,111,532", ,20231215
2006,東和鋼鐵,"47,000","1,000",0,0,"48,000","182,553,454","2,328,000",0,"52,000",0,"2,276,000","522,875", ,20231215
2007,燁興,"166,000","42,000",0,0,"208,000","42,366,482","3,284,000","35,000",0,0,"3,319,000","279,378", ,20231215
2008,高興昌,0,0,0,0,0,"47,713,073","97,000","9,000",0,0,"106,000","18,423", ,20231215
2009,第一銅,"182,000","57,000",0,0,"239,000","89,905,541","5,853,000","145,000",0,0,"5,998,000","489,028", ,20231215
2010,春源,0,0,0,0,0,"161,913,847","2,720,000",0,"226,000",0,"2,494,000","246,484", ,20231215
2012,春雨,0,0,0,0,0,"75,540,675","333,850","10,000",0,0,"343,850","22,363", ,20231215
2013,中鋼構,"1,000",0,0,0,"1,000","50,000,000","415,000",0,0,0,"415,000","13,352", ,20231215
2014,中鴻,"433,000","487,000","51,000",0,"869,000","358,886,111","26,196,000","710,000","113,000",0,"26,793,000","2,117,849", ,20231215
2015,豐興,0,0,0,0,0,"145,399,856","2,430,000","29,000",0,0,"2,459,000","64,895", ,20231215
2017,官田鋼,"22,000","5,000","15,000",0,"12,000","111,718,672","5,567,932","58,000","29,000",0,"5,596,932","473,969", ,20231215
2020,美亞,"1,000",0,0,0,"1,000","55,631,525","618,000","50,000",0,0,"668,000","242,310", ,20231215
2022,聚亨,0,"39,000",0,0,"39,000","84,292,034","1,483,000","106,000",0,0,"1,589,000","215,240", ,20231215
2023,燁輝,"55,000","134,000","6,000",0,"183,000","487,292,748","23,644,550","559,000","78,000",0,"24,125,550","1,045,989", ,20231215
2024,志聯,0,0,0,0,0,"24,375,000","46,000","9,000",0,0,"55,000","11,080", ,20231215
2025,千興,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
2027,大成鋼,"437,000","29,000","18,000",0,"448,000","608,565,153","47,527,683","840,000","255,000",0,"48,112,683","2,183,466", ,20231215
2028,威致,0,"7,000",0,0,"7,000","81,428,700","1,323,000","9,000",0,0,"1,332,000","48,857", ,20231215
2029,盛餘,"45,000","17,000",0,0,"62,000","80,295,000","923,000","9,000",0,0,"932,000","285,866", ,20231215
2030,彰源,"36,000","25,000",0,0,"61,000","70,131,506","6,832,000","10,000","6,000",0,"6,836,000","172,762", ,20231215
2031,新光鋼,"158,000","105,000","20,000",0,"243,000","80,286,585","1,990,000","86,000",0,0,"2,076,000","582,616", ,20231215
2032,新鋼,0,"20,000",0,0,"20,000","32,630,386","661,000","5,000",0,0,"666,000","62,580", ,20231215
2033,佳大,"11,000","1,000",0,0,"12,000","20,173,634","223,000",0,0,0,"223,000","47,196", ,20231215
2034,允強,"107,000","5,000",0,0,"112,000","112,334,312","7,269,600","125,000","4,000",0,"7,390,600","160,877", ,20231215
2038,海光,"10,000","92,000","1,000",0,"101,000","47,581,937","2,354,249","31,000",0,0,"2,385,249","103,600", ,20231215
2049,上銀,"120,000","10,000",0,0,"130,000","88,448,060","6,233,449","192,000","35,000",0,"6,390,449","421,392", ,20231215
2059,川湖,"243,000","5,000","12,000",0,"236,000","23,824,268","3,781,000","78,000",0,0,"3,859,000","514,342", ,20231215
2062,橋椿,"26,000",0,0,0,"26,000","49,998,538","576,402",0,0,0,"576,402","84,118", ,20231215
2069,運錩,"52,000","6,000",0,0,"58,000","41,596,709","885,081","26,000",0,0,"911,081","46,305", ,20231215
2101,南港,"39,000",0,0,0,"39,000","208,483,726","6,080,000","8,000","13,000",0,"6,075,000","207,654", ,20231215
2102,泰豐,"5,000",0,"3,000",0,"2,000","118,332,301","304,000","13,000",0,0,"317,000","241,622", ,20231215
2103,台橡,"14,000",0,"1,000",0,"13,000","206,427,494","8,740,000","40,000","1,000",0,"8,779,000","178,921", ,20231215
2104,國際中橡,"336,000",0,"1,000",0,"335,000","246,183,406","12,446,000",0,0,0,"12,446,000","272,786", ,20231215
2105,正新,"109,000","9,000","15,000",0,"103,000","810,353,884","7,129,218","2,525,000","390,000",0,"9,264,218","2,830,505", ,20231215
2106,建大,"3,000",0,0,0,"3,000","238,722,500","10,033,352","6,000","2,000",0,"10,037,352","248,975", ,20231215
2107,厚生,0,0,0,0,0,"75,898,350","497,000",0,0,0,"497,000","62,811", ,20231215
2108,南帝,"297,000","4,000",0,0,"301,000","123,104,164","3,855,000","5,000","18,000",0,"3,842,000","251,404", ,20231215
2109,華豐,0,0,0,0,0,"69,837,283","239,000",0,0,0,"239,000","65,046", ,20231215
2114,鑫永銓,0,0,0,0,0,"19,497,926","63,800","1,000",0,0,"64,800","11,400", ,20231215
2115,六暉-KY,0,0,0,0,0,"24,850,753","135,803",0,0,0,"135,803","17,208", ,20231215
2201,裕隆,"763,000","19,000","60,000",0,"722,000","267,500,312","40,489,280","1,402,000","1,069,000",0,"40,822,280","1,831,171", ,20231215
2204,中華,"703,000","26,000","12,000",0,"717,000","138,405,085","3,601,000","35,000",0,0,"3,636,000","2,058,690", ,20231215
2206,三陽工業,"147,000","12,000","6,000",0,"153,000","199,372,401","16,537,000","501,000",0,0,"17,038,000","1,058,087", ,20231215
2207,和泰車,0,0,0,0,0,"139,275,692","310,649","12,000","14,000",0,"308,649","91,053", ,20231215
2208,台船,0,0,0,0,0,0,"17,312,938",0,0,0,"17,312,938","481,152",X ,20231215
2211,長榮鋼,"57,000","22,000","10,000",0,"69,000","104,272,865","2,009,000","261,000",0,0,"2,270,000","587,402", ,20231215
2228,劍麟,0,0,0,0,0,"18,945,070","545,000",0,0,0,"545,000","79,762", ,20231215
2231,為升,"14,000",0,0,0,"14,000","35,229,402","2,625,302","81,000",0,0,"2,706,302","86,979", ,20231215
2233,宇隆,"54,000",0,"3,000",0,"51,000","15,072,022","397,000","11,000",0,0,"408,000","306,690", ,20231215
2236,百達-KY,"207,000","116,000",0,0,"323,000","12,338,342","162,682","4,000",0,0,"166,682","163,774", ,20231215
2239,英利-KY,"1,000","7,000",0,0,"8,000","30,084,290","539,000","1,000","4,000",0,"536,000","62,621", ,20231215
2241,艾姆勒,"528,000","168,000",0,0,"696,000","26,150,576","1,185,000","27,000","8,000",0,"1,204,000","127,501", ,20231215
2243,宏旭-KY,"10,000",0,0,0,"10,000","17,343,399","271,128",0,0,0,"271,128","164,399", ,20231215
2247,汎德永業,0,0,0,0,0,"20,177,183","212,000","15,000",0,0,"227,000","18,892", ,20231215
2250,IKKA-KY,"1,000",0,0,0,"1,000","7,361,102","65,000",0,"1,000",0,"64,000","73,481", ,20231215
2301,光寶科,"396,000","4,000","46,000",0,"354,000","592,061,458","28,297,558","703,000","271,000",0,"28,729,558","5,040,597", ,20231215
2302,麗正,0,0,0,0,0,"41,575,720","2,162,000",0,"26,000",0,"2,136,000","64,215", ,20231215
2303,聯電,"3,971,000","131,000","38,000",0,"4,064,000","3,125,773,665","600,564,314","1,766,000","3,359,000",0,"598,971,314","17,091,990", ,20231215
2305,全友,"34,000",0,0,0,"34,000","42,355,206","2,731,000","2,000","16,000",0,"2,717,000","339,049", ,20231215
2308,台達電,"64,000","8,000","5,000",0,"67,000","649,385,832","5,525,622","183,000","258,000",0,"5,450,622","1,870,483", ,20231215
2312,金寶,"452,000","6,000",0,0,"458,000","374,630,302","24,170,000","155,000","246,000",0,"24,079,000","2,219,804", ,20231215
2313,華通,"8,050,000","527,000","1,378,000","2,000","7,197,000","297,955,147","28,924,000","1,872,000","375,000",0,"30,421,000","18,512,404", ,20231215
2314,台揚,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
2316,楠梓電,"244,000",0,"15,000",0,"229,000","45,685,134","6,987,000","109,000","60,000",0,"7,036,000","502,984", ,20231215
2317,鴻海,"673,000",0,"12,000",0,"661,000","3,465,747,652","22,624,165","2,923,000",0,0,"25,547,165","8,547,286", ,20231215
2321,東訊,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231215
2323,中環,"557,000","30,000","3,000",0,"584,000","272,337,082","37,265,000","112,000",0,0,"37,377,000","2,151,228", ,20231215
2324,仁寶,"962,000","26,000","64,000",0,"924,000","1,101,786,656","92,820,990","1,049,000","130,000",0,"93,739,990","5,534,980", ,20231215
2327,國巨,"413,000","4,000","10,000",0,"407,000","105,786,387","11,868,687","201,000","77,000",0,"11,992,687","755,520", ,20231215
2328,廣宇,"16,000","1,000","2,000",0,"15,000","129,586,570","5,327,000","113,000",0,0,"5,440,000","321,268", ,20231215
2329,華泰,"6,365,000","180,000","427,000",0,"6,118,000","138,827,083","10,293,000","548,000","422,000",0,"10,419,000","17,740,005", ,20231215
