代號,名稱,前日餘額,賣出,買進,現券,今日餘額,限額,前日餘額,當日賣出,當日還券,當日調整,當日餘額,次一營業日可限額,備註,日期
00655L,國泰中國A50正2,"242,000","48,000","31,000",0,"259,000","38,739,500","6,661,000",0,0,0,"6,661,000","888,056", ,20231212
00656R,國泰中國A50反1,"5,000",0,0,0,"5,000","3,964,250","6,000",0,0,0,"6,000","211,398", ,20231212
00657,國泰日經225,0,0,0,0,0,"3,721,000","113,000",0,0,0,"113,000","67,606", ,20231212
00660,元大歐洲50,0,0,0,0,0,"2,007,750","1,000",0,0,0,"1,000","8,281", ,20231212
00661,元大日經225,0,0,0,0,0,"6,981,250","158,000",0,0,0,"158,000","430,583", ,20231212
00662,富邦NASDAQ,0,0,0,0,0,"93,132,250","7,132,000","57,000",0,0,"7,189,000","609,721", ,20231212
00663L,國泰臺灣加權正2,0,0,0,0,0,"452,250","13,000",0,0,0,"13,000","10,185", ,20231212
00664R,國泰臺灣加權反1,"354,000","19,000","55,000",0,"318,000","95,768,750","12,945,000",0,"57,000",0,"12,888,000","1,149,586", ,20231212
00665L,富邦恒生國企正2,"1,180,000","571,000","220,000",0,"1,531,000","185,866,250","58,321,000","4,589,000",0,0,"62,910,000","11,436,500", ,20231212
00666R,富邦恒生國企反1,"1,000",0,0,0,"1,000","2,031,000",0,0,0,0,0,"120,329", ,20231212
00668,國泰美國道瓊,0,0,0,0,0,"1,488,250","52,000",0,0,0,"52,000","59,517", ,20231212
00669R,國泰美國道瓊反1,"109,000","6,000","11,000",0,"104,000","63,404,250","2,979,000",0,0,0,"2,979,000","1,217,597", ,20231212
00670L,富邦NASDAQ正2,"1,820,000","41,000","73,000",0,"1,788,000","17,161,250","2,240,000",0,0,0,"2,240,000","384,930", ,20231212
00671R,富邦NASDAQ反1,"2,289,000","33,000","11,000",0,"2,311,000","111,596,000","12,271,000",0,0,0,"12,271,000","2,927,607", ,20231212
00673R,期元大S&P原油反1,"955,000",0,"3,000","1,000","951,000","167,550,750","12,632,000",0,"889,000",0,"11,743,000","7,673,140", ,20231212
00674R,期元大S&P黃金反1,"138,000",0,0,0,"138,000","12,525,750","863,000",0,0,0,"863,000","298,563", ,20231212
00675L,富邦臺灣加權正2,"392,000","3,000",0,0,"395,000","14,196,500","2,261,000","119,000",0,0,"2,380,000","370,035", ,20231212
00676R,富邦臺灣加權反1,"428,000",0,"28,000",0,"400,000","113,627,750","9,164,000",0,0,0,"9,164,000","1,272,746", ,20231212
00678,群益那斯達克生技,0,0,0,0,0,"2,112,000","87,000",0,0,0,"87,000","70,045", ,20231212
00680L,元大美債20正2,"20,277,000","1,400,000","232,000","499,000","20,946,000","499,894,000","107,506,000","16,018,000",0,0,"123,524,000","15,587,953", ,20231212
00681R,元大美債20反1,0,0,0,0,0,"4,523,500","72,000",0,0,0,"72,000","124,134", ,20231212
00682U,期元大美元指數,0,0,0,0,0,"2,036,000","10,000",0,0,0,"10,000","6,231", ,20231212
00683L,期元大美元指正2,"385,000",0,0,0,"385,000","7,358,500","471,000",0,0,0,"471,000","112,401", ,20231212
00684R,期元大美元指反1,0,0,0,0,0,"1,797,000",0,0,0,0,0,"4,911", ,20231212
00685L,群益臺灣加權正2,"31,000",0,0,0,"31,000","1,409,750","80,000",0,0,0,"80,000","40,199", ,20231212
00686R,群益臺灣加權反1,"8,000","5,000",0,0,"13,000","11,569,000",0,0,0,0,0,"95,201", ,20231212
00688L,國泰20年美債正2,"1,113,000","82,000","15,000",0,"1,180,000","167,653,750","20,453,000","1,246,000",0,0,"21,699,000","6,023,261", ,20231212
00689R,國泰20年美債反1,"1,000",0,0,0,"1,000","2,347,250","17,000",0,0,0,"17,000","42,358", ,20231212
00690,兆豐藍籌30,"2,000",0,0,0,"2,000","11,457,500","357,000",0,0,0,"357,000","337,480", ,20231212
00692,富邦公司治理,0,0,0,0,0,"172,570,000","15,628,000",0,0,0,"15,628,000","861,827", ,20231212
00693U,期街口S&P黃豆,0,0,0,0,0,"3,916,500","102,000",0,0,0,"102,000","19,316", ,20231212
00700,富邦恒生國企,0,0,0,0,0,"5,995,750","475,000",0,0,0,"475,000","84,588", ,20231212
00701,國泰股利精選30,0,0,0,0,0,"65,097,750","1,529,000",0,0,0,"1,529,000","278,500", ,20231212
00702,國泰標普低波高息,0,0,0,0,0,"1,672,000","1,000",0,0,0,"1,000","34,238",X ,20231212
00703,台新MSCI中國,0,0,0,0,0,"2,887,500","150,000",0,0,0,"150,000","17,887", ,20231212
00706L,期元大S&P日圓正2,"1,114,000",0,"1,000",0,"1,113,000","117,271,000","11,785,000","734,000",0,0,"12,519,000","2,915,145", ,20231212
00707R,期元大S&P日圓反1,0,0,0,0,0,"1,713,750",0,0,0,0,0,"1,860",X ,20231212
00708L,期元大S&P黃金正2,"380,000","1,000","4,000",0,"377,000","9,143,250","705,000",0,"34,000",0,"671,000","285,020", ,20231212
00709,富邦歐洲,0,0,0,0,0,"2,615,000","66,000",0,0,0,"66,000","16,343",X ,20231212
00710B,復華彭博非投等債,0,0,0,0,0,"75,940,250","505,000",0,0,0,"505,000","118,517", ,20231212
00711B,復華彭博新興債,0,0,0,0,0,"221,940,250","129,000",0,0,0,"129,000","52,629", ,20231212
00712,復華富時不動產,"1,000",0,0,0,"1,000","722,627,750","45,370,000",0,"44,000",0,"45,326,000","6,839,862", ,20231212
00713,元大台灣高息低波,0,0,0,0,0,"245,878,000","14,595,000","6,000",0,0,"14,601,000","1,213,358",X ,20231212
00714,群益道瓊美國地產,0,0,0,0,0,"10,641,750","691,000",0,0,0,"691,000","114,522", ,20231212
00715L,期街口布蘭特正2,"4,516,000","478,000","120,000","1,561,000","3,313,000","178,096,000","21,559,000","200,000","469,000",0,"21,290,000","11,568,850", ,20231212
00717,富邦美國特別股,0,0,0,0,0,"52,026,250","751,000",0,0,0,"751,000","83,560", ,20231212
00728,第一金工業30,0,0,0,0,0,"21,230,750","811,000",0,0,0,"811,000","161,485", ,20231212
00730,富邦臺灣優質高息,0,0,0,0,0,"24,386,000","256,000",0,0,0,"256,000","120,409", ,20231212
00731,復華富時高息低波,0,0,0,0,0,"3,525,000","239,000",0,0,0,"239,000","167,798", ,20231212
00733,富邦臺灣中小,"6,000","1,000",0,0,"7,000","8,866,500","789,000",0,0,0,"789,000","183,923", ,20231212
00735,國泰臺韓科技,0,0,0,0,0,"1,697,250",0,0,0,0,0,"42,529", ,20231212
00736,國泰新興市場,0,0,0,0,0,"1,681,750","42,000",0,0,0,"42,000","33,319", ,20231212
00737,國泰AI+Robo,0,0,0,0,0,"7,259,500","294,000",0,0,0,"294,000","41,029", ,20231212
00738U,期元大道瓊白銀,"41,000",0,"1,000",0,"40,000","13,449,750","463,000",0,0,0,"463,000","157,525", ,20231212
00739,元大MSCI A股,0,0,0,0,0,"8,747,000","81,000",0,0,0,"81,000","13,561",X ,20231212
00752,中信中國50,0,"2,000",0,0,"2,000","109,804,000","8,230,000",0,0,0,"8,230,000","713,492", ,20231212
00753L,中信中國50正2,"558,000","261,000","159,000",0,"660,000","157,914,250","29,404,000","285,000",0,0,"29,689,000","5,329,629", ,20231212
00757,統一FANG+,"101,000",0,0,0,"101,000","44,748,500","2,545,000",0,0,0,"2,545,000","554,181", ,20231212
00762,元大全球AI,"11,000",0,0,0,"11,000","6,562,000","256,000",0,0,0,"256,000","48,781", ,20231212
00763U,期街口道瓊銅,"1,000",0,0,0,"1,000","3,391,250","38,000",0,0,0,"38,000","50,514", ,20231212
00770,國泰北美科技,0,0,0,0,0,"2,739,500","76,000",0,0,0,"76,000","21,635", ,20231212
00771,元大US高息特別股,0,0,0,0,0,"5,056,250","50,000",0,0,0,"50,000","11,781",X ,20231212
00775B,新光投等債15+,0,0,0,0,0,"26,775,000","1,000",0,0,0,"1,000","1,720",X ,20231212
00783,富邦中証500,0,0,0,0,0,"2,382,750","254,000",0,0,0,"254,000","15,426", ,20231212
00830,國泰費城半導體,"245,000","9,000","2,000",0,"252,000","100,116,250","6,232,000",0,0,0,"6,232,000","1,637,118", ,20231212
00850,元大臺灣ESG永續,0,0,0,0,0,"103,736,000","7,276,000","97,000",0,0,"7,373,000","775,733", ,20231212
00851,台新全球AI,0,0,0,0,0,"1,756,250","18,000",0,0,0,"18,000","13,676", ,20231212
00852L,國泰美國道瓊正2,"387,000",0,"2,000",0,"385,000","2,841,250","210,000",0,0,0,"210,000","197,932", ,20231212
00861,元大全球未來通訊,0,0,0,0,0,"28,853,000","817,000",0,0,0,"817,000","122,520", ,20231212
00865B,國泰US短期公債,0,0,0,0,0,"2,936,000","45,000",0,0,0,"45,000","78,930",X ,20231212
00875,國泰網路資安,0,0,0,0,0,"6,622,000","180,000",0,0,0,"180,000","64,507", ,20231212
00876,元大全球5G,0,0,0,0,0,"35,631,000","1,539,000",0,0,0,"1,539,000","151,949", ,20231212
00878,國泰永續高股息,"58,000",0,"2,000",0,"56,000","2,875,072,500","101,171,000","762,000",0,0,"101,933,000","16,693,430", ,20231212
00881,國泰台灣5G+,"29,000",0,0,0,"29,000","616,225,750","12,586,000",0,0,0,"12,586,000","2,445,539", ,20231212
00882,中信中國高股息,"22,000","14,000",0,0,"36,000","923,587,250","61,129,000","1,000,000",0,0,"62,129,000","4,546,201", ,20231212
00885,富邦越南,"325,000",0,"52,000",0,"273,000","544,434,500","17,526,000","603,000",0,0,"18,129,000","3,561,889", ,20231212
00891,中信關鍵半導體,"4,000",0,0,0,"4,000","306,022,500","8,615,000","3,000",0,0,"8,618,000","2,744,448", ,20231212
00892,富邦台灣半導體,"6,000",0,0,0,"6,000","158,573,000","3,750,000",0,0,0,"3,750,000","1,707,525", ,20231212
00893,國泰智能電動車,"568,000","38,000","6,000",0,"600,000","283,721,000","12,416,000","254,000",0,0,"12,670,000","2,136,650", ,20231212
00894,中信小資高價30,0,0,0,0,0,"30,127,250","1,023,000",0,0,0,"1,023,000","391,060", ,20231212
00895,富邦未來車,"184,000",0,0,0,"184,000","71,229,000","3,143,000",0,"5,000",0,"3,138,000","732,730", ,20231212
00896,中信綠能及電動車,0,0,0,0,0,"67,970,000","2,018,000",0,0,0,"2,018,000","485,762",X ,20231212
00897,富邦基因免疫生技,"16,000",0,0,0,"16,000","73,253,000","4,336,000",0,0,0,"4,336,000","413,360", ,20231212
00898,國泰基因免疫革命,0,0,0,0,0,"76,619,000","625,000",0,0,0,"625,000","147,589", ,20231212
00899,FT潔淨能源,0,0,0,0,0,"6,033,750","756,000",0,0,0,"756,000","47,323", ,20231212
00900,富邦特選高股息30,"365,000","8,000",0,0,"373,000","673,756,250","11,322,000",0,"95,000",0,"11,227,000","4,845,940", ,20231212
00901,永豐智能車供應鏈,0,0,0,0,0,"37,712,250","1,049,000",0,0,0,"1,049,000","412,102", ,20231212
00902,中信電池及儲能,"8,000",0,"1,000",0,"7,000","178,249,250","11,107,000","322,000",0,0,"11,429,000","1,116,261", ,20231212
00903,富邦元宇宙,"114,000",0,0,0,"114,000","73,180,250","1,809,000",0,0,0,"1,809,000","358,148", ,20231212
00904,新光臺灣半導體30,0,0,0,0,0,"27,278,000","610,000",0,0,0,"610,000","478,203", ,20231212
00905,FT臺灣Smart,"1,000",0,0,0,"1,000","48,581,750","1,713,000",0,0,0,"1,713,000","715,165", ,20231212
00907,永豐優息存股,0,0,0,0,0,"51,908,250","4,058,000",0,0,0,"4,058,000","842,555",X ,20231212
00908,富邦入息REITs+,0,0,0,0,0,"13,354,000","2,602,000",0,0,0,"2,602,000","204,833", ,20231212
00909,國泰數位支付服務,0,0,0,0,0,"2,676,000","163,000",0,0,0,"163,000","124,258", ,20231212
00910,第一金太空衛星,0,0,0,0,0,"1,734,750",0,0,0,0,0,"75,876", ,20231212
00911,兆豐洲際半導體,0,0,0,0,0,"1,475,750",0,0,0,0,0,"34,201", ,20231212
00912,中信臺灣智慧50,0,0,0,0,0,"13,188,250","539,000",0,0,0,"539,000","219,421", ,20231212
00913,兆豐台灣晶圓製造,0,0,0,0,0,"2,191,500",0,0,0,0,0,"48,180", ,20231212
00915,凱基優選高股息30,0,0,0,0,0,"71,120,750","5,873,000",0,0,0,"5,873,000","1,996,359",X ,20231212
00916,國泰全球品牌50,0,0,0,0,0,"16,979,750","630,000",0,0,0,"630,000","142,176", ,20231212
00917,中信特選金融,0,0,0,0,0,"7,244,500","350,000",0,0,0,"350,000","116,781", ,20231212
00918,大華優利高填息30,"3,000",0,"3,000",0,0,"77,066,000","2,711,000","686,000",0,0,"3,397,000","2,819,209",X ,20231212
00919,群益台灣精選高息,"36,000",0,"36,000",0,0,"849,783,750","49,690,000","5,997,000",0,0,"55,687,000","17,981,229",X ,20231212
00920,富邦ESG綠色電力,0,0,0,0,0,"3,695,000","221,000",0,0,0,"221,000","91,537", ,20231212
00921,兆豐龍頭等權重,0,0,0,0,0,"27,192,500","1,389,000",0,0,0,"1,389,000","565,052", ,20231212
00922,國泰台灣領袖50,"9,000",0,0,0,"9,000","161,171,500","2,843,000",0,0,0,"2,843,000","1,996,444", ,20231212
00923,群益台ESG低碳50,0,0,0,0,0,"180,230,750","7,032,000",0,0,0,"7,032,000","2,290,437", ,20231212
00924,復華S&P500成長,0,0,0,0,0,"28,400,750","1,637,000","100,000",0,0,"1,737,000","396,165", ,20231212
00925,新光標普電動車,0,0,0,0,0,"1,937,750",0,0,0,0,0,"91,383", ,20231212
00926,凱基全球菁英55,0,0,0,0,0,"6,245,500","277,000",0,0,0,"277,000","152,540",X ,20231212
00927,群益半導體收益,0,0,0,0,0,"41,849,250","2,466,000","1,000",0,0,"2,467,000","607,974", ,20231212
00929,復華台灣科技優息,"106,000","14,000","23,000",0,"97,000","1,453,784,750","42,006,000","1,106,000",0,0,"43,112,000","21,932,461",X ,20231212
00930,永豐ESG低碳高息,0,0,0,0,0,"26,694,750","140,000",0,0,0,"140,000","660,719", ,20231212
00932,兆豐永續高息等權,0,0,0,0,0,"62,195,750","1,040,000",0,0,0,"1,040,000","1,108,380", ,20231212
00934,中信成長高股息,0,0,0,0,0,"126,256,500","3,210,000",0,0,0,"3,210,000","5,656,346", ,20231212
00935,野村臺灣新科技50,0,0,0,0,0,"48,126,000","3,673,000",0,0,0,"3,673,000","3,311,669", ,20231212
00936,台新永續高息中小,0,0,0,0,0,"54,574,250","557,000",0,0,0,"557,000","4,678,272", ,20231212
1101,台泥,"112,000","1,000","5,000",0,"108,000","1,887,795,435","119,971,046","575,000","1,422,000",0,"119,124,046","7,323,008", ,20231212
1102,亞泥,"1,000",0,0,0,"1,000","886,640,720","24,104,000","861,000","573,000",0,"24,392,000","1,461,849", ,20231212
1103,嘉泥,"1,000",0,"1,000",0,0,"197,561,864","4,382,100","4,000","16,000",0,"4,370,100","74,932", ,20231212
1104,環泥,"7,000",0,0,0,"7,000","168,304,366","6,527,970","5,000",0,0,"6,532,970","293,130", ,20231212
1108,幸福,"1,000",0,0,0,"1,000","101,184,512","1,712,000",0,0,0,"1,712,000","179,926", ,20231212
1109,信大,0,0,0,0,0,"85,289,717","309,000",0,0,0,"309,000","42,765", ,20231212
1110,東泥,0,0,0,0,0,"143,000,199","616,000",0,0,0,"616,000","25,879", ,20231212
1201,味全,0,0,0,0,0,"126,515,728","3,393,338","10,000",0,0,"3,403,338","91,893", ,20231212
1203,味王,0,0,0,0,0,"60,000,000","63,000",0,0,0,"63,000","12,039", ,20231212
1210,大成,"36,000",0,0,0,"36,000","223,691,805","5,020,004",0,"5,000",0,"5,015,004","464,687", ,20231212
1213,大飲,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1215,卜蜂,"6,000",0,0,0,"6,000","73,697,524","1,753,900","4,000","1,000",0,"1,756,900","90,236", ,20231212
1216,統一,"33,000",0,0,0,"33,000","1,420,503,855","9,686,067","309,000","227,000",0,"9,768,067","3,777,069", ,20231212
1217,愛之味,"45,000",0,"2,000","2,000","41,000","123,628,334","9,470,000","246,000","2,000",0,"9,714,000","739,395", ,20231212
1218,泰山,"82,000",0,0,0,"82,000","124,999,759","5,631,908","62,000","54,000",0,"5,639,908","241,260", ,20231212
1219,福壽,0,0,0,0,0,"82,915,845","2,306,880",0,0,0,"2,306,880","88,951", ,20231212
1220,台榮,"1,000",0,0,0,"1,000","44,269,486","1,032,000",0,0,0,"1,032,000","34,501", ,20231212
1225,福懋油,0,0,0,0,0,"57,409,551","63,000",0,0,0,"63,000","4,683", ,20231212
1227,佳格,"4,000",0,0,0,"4,000","228,772,397","6,458,409","68,000",0,0,"6,526,409","137,599", ,20231212
1229,聯華,"16,000",0,0,0,"16,000","395,934,891","4,941,900","223,000","107,000",0,"5,057,900","310,209", ,20231212
1231,聯華食,0,0,0,0,0,"61,664,147","1,065,500",0,"1,000",0,"1,064,500","34,517", ,20231212
1232,大統益,0,0,0,0,0,"39,993,728","385,000",0,0,0,"385,000","11,004", ,20231212
1233,天仁,0,0,0,0,0,"22,647,987","59,000",0,0,0,"59,000","2,658", ,20231212
1234,黑松,0,0,0,0,0,"100,467,773","486,000",0,0,0,"486,000","39,394", ,20231212
1235,興泰,0,0,0,0,0,"37,416,237","15,000",0,0,0,"15,000","2,430", ,20231212
1236,宏亞,0,0,0,0,0,"21,668,502","34,000",0,0,0,"34,000","7,488", ,20231212
1256,鮮活果汁-KY,0,0,0,0,0,"8,460,540","77,000",0,0,0,"77,000","2,353", ,20231212
1301,台塑,"30,000",0,"14,000",0,"16,000","1,591,435,195","58,234,340","555,000","599,000",0,"58,190,340","1,561,440", ,20231212
1303,南亞,"75,000","4,000","5,000",0,"74,000","1,982,705,397","37,874,664","253,000","51,000",0,"38,076,664","1,874,412", ,20231212
1304,台聚,"206,000","3,000",0,0,"209,000","297,190,875","8,052,000","123,000","28,000",0,"8,147,000","336,825", ,20231212
1305,華夏,"34,000",0,"12,000",0,"22,000","145,262,623","6,063,750","4,000","118,000",0,"5,949,750","404,482", ,20231212
1307,三芳,"5,000",0,0,0,"5,000","99,454,531","967,000","11,000",0,0,"978,000","181,803", ,20231212
1308,亞聚,"195,000","30,000","3,000",0,"222,000","148,435,979","11,985,690","212,000","11,000",0,"12,186,690","227,147", ,20231212
1309,台達化,"15,000",0,"2,000",0,"13,000","99,396,712","2,365,150","24,000","20,000",0,"2,369,150","120,676", ,20231212
1310,台苯,"31,000","2,000","21,000",0,"12,000","131,967,441","5,195,000","11,000",0,0,"5,206,000","247,263", ,20231212
1312,國喬,"1,668,000","145,000","1,000",0,"1,812,000","226,655,082","18,548,000","572,000",0,0,"19,120,000","632,033", ,20231212
1313,聯成,"150,000",0,"1,000",0,"149,000","341,016,776","6,465,000","23,000",0,0,"6,488,000","505,137", ,20231212
1314,中石化,"88,000",0,0,0,"88,000","946,212,532","98,779,807","1,075,000","212,000",0,"99,642,807","2,785,660", ,20231212
1315,達新,0,0,0,0,0,"24,774,750","51,000",0,0,0,"51,000","3,722", ,20231212
1316,上曜,"523,000","28,000",0,"172,000","379,000","69,764,490","3,723,739","32,000",0,0,"3,755,739","698,049", ,20231212
1319,東陽,"1,021,000","25,000","35,000",0,"1,011,000","147,869,267","3,960,000","12,000","221,000",0,"3,751,000","2,202,704", ,20231212
1321,大洋,0,0,0,0,0,"56,807,067","487,000",0,0,0,"487,000","139,875", ,20231212
1323,永裕,0,0,0,0,0,"22,818,638","118,000",0,0,0,"118,000","12,820", ,20231212
1324,地球,"198,000","35,000","92,000",0,"141,000","18,780,470","555,000","73,000",0,0,"628,000","1,069,380", ,20231212
1325,恆大,"1,279,000","62,000","36,000","71,000","1,234,000","21,320,299","565,000",0,0,0,"565,000","759,099", ,20231212
1326,台化,"41,000",0,0,0,"41,000","1,465,296,572","20,814,358","4,000","165,000",0,"20,653,358","1,058,952", ,20231212
1337,再生-KY,0,0,0,0,0,"67,238,682","2,400,994",0,0,0,"2,400,994","69,435", ,20231212
1338,廣華-KY,"73,000",0,0,0,"73,000","20,960,000","889,000","5,000",0,0,"894,000","118,220", ,20231212
1339,昭輝,"24,000",0,0,0,"24,000","18,534,718","820,000","9,000",0,0,"829,000","298,407", ,20231212
1340,勝悅-KY,0,0,0,0,0,"38,230,713","746,600",0,0,0,"746,600","26,104", ,20231212
1341,富林-KY,0,0,0,0,0,0,"19,000",0,0,0,"19,000","2,881",Y ,20231212
1342,八貫,"10,000",0,0,"1,000","9,000","17,832,391","1,365,000","16,000",0,0,"1,381,000","165,562", ,20231212
1402,遠東新,"21,000",0,0,0,"21,000","1,338,218,806","56,135,000","1,283,000","723,000",0,"56,695,000","2,925,813", ,20231212
1409,新纖,0,0,0,0,0,"404,602,321","18,208,000","110,000","104,000",0,"18,214,000","428,743", ,20231212
1410,南染,0,0,0,0,0,"15,750,000","160,000",0,0,0,"160,000","15,070", ,20231212
1413,宏洲,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1414,東和,0,0,0,0,0,"55,000,000","488,000",0,0,0,"488,000","22,872", ,20231212
1416,廣豐,"5,000",0,0,0,"5,000","46,335,542","454,000",0,0,0,"454,000","76,648", ,20231212
1417,嘉裕,"11,000",0,0,0,"11,000","47,485,460","1,898,000","3,000",0,0,"1,901,000","53,291", ,20231212
1418,東華,0,0,0,0,0,"11,708,577","34,000",0,0,0,"34,000","14,833", ,20231212
1419,新紡,0,0,0,0,0,"75,010,320","193,000",0,0,0,"193,000","13,083", ,20231212
1423,利華,0,0,0,0,0,"24,912,000","6,000",0,0,0,"6,000","33,508", ,20231212
1432,大魯閣,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1434,福懋,"1,000",0,0,0,"1,000","421,166,159","11,912,000","48,000","84,000",0,"11,876,000","324,681", ,20231212
1435,中福,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1436,華友聯,"18,000",0,0,"7,000","11,000","24,501,845","97,000",0,0,0,"97,000","35,796", ,20231212
1437,勤益控,0,0,0,0,0,"50,842,821","587,000",0,0,0,"587,000","94,359", ,20231212
1438,三地開發,0,0,0,0,0,"17,801,439","118,000",0,0,0,"118,000","14,159", ,20231212
1439,雋揚,"1,000",0,0,0,"1,000","23,000,000","81,000",0,0,0,"81,000","3,878", ,20231212
1440,南紡,"65,000",0,0,0,"65,000","414,203,964","12,148,750","30,000",0,0,"12,178,750","562,537", ,20231212
1441,大東,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1442,名軒,"20,000",0,0,0,"20,000","91,552,839","1,909,000","2,000",0,0,"1,911,000","257,465", ,20231212
1443,立益物流,0,0,0,0,0,"33,835,752","244,000",0,0,0,"244,000","8,095", ,20231212
1444,力麗,"15,000","2,000",0,"2,000","15,000","248,898,764","16,362,000","35,000","197,000",0,"16,200,000","377,375", ,20231212
1445,大宇,"1,000",0,0,0,"1,000","32,666,508","706,000","3,000",0,0,"709,000","66,746", ,20231212
1446,宏和,"4,000",0,0,0,"4,000","34,427,378","417,000",0,0,0,"417,000","38,588", ,20231212
1447,力鵬,"28,000",0,0,0,"28,000","227,517,810","5,378,000",0,"6,000",0,"5,372,000","339,104", ,20231212
1449,佳和,"496,000","9,000","17,000",0,"488,000","20,632,066","1,485,000","2,000",0,0,"1,487,000","1,660,228", ,20231212
1451,年興,0,0,0,0,0,"51,597,500","974,000",0,0,0,"974,000","75,960", ,20231212
1452,宏益,0,0,0,0,0,"33,160,350","416,000",0,0,0,"416,000","31,579", ,20231212
1453,大將,"16,000",0,"1,000",0,"15,000","26,685,608","570,200","2,000",0,0,"572,200","121,223", ,20231212
1454,台富,0,0,0,0,0,"32,458,462","139,000",0,0,0,"139,000","14,514", ,20231212
1455,集盛,"75,000","9,000",0,0,"84,000","132,922,095","3,627,000","61,000",0,0,"3,688,000","347,966", ,20231212
1456,怡華,0,0,0,0,0,"23,430,000","82,000",0,0,0,"82,000","19,723", ,20231212
1457,宜進,0,0,0,0,0,"75,411,910","1,503,000",0,0,0,"1,503,000","126,326", ,20231212
1459,聯發,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1460,宏遠,0,0,0,0,0,0,"3,074,000",0,0,0,"3,074,000","184,828",X ,20231212
1463,強盛,"1,000",0,0,0,"1,000","43,317,095","668,000","13,000",0,0,"681,000","152,702", ,20231212
1464,得力,0,0,0,0,0,"101,909,897","1,113,000",0,0,0,"1,113,000","54,812", ,20231212
1465,偉全,0,0,0,0,0,"25,901,816","49,000",0,0,0,"49,000","8,385", ,20231212
1466,聚隆,"2,000","2,000","2,000",0,"2,000","27,789,330","274,000","11,000",0,0,"285,000","118,514", ,20231212
1467,南緯,"20,000",0,"5,000",0,"15,000","42,052,440","4,182,000","5,000",0,0,"4,187,000","217,053", ,20231212
1468,昶和,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1470,大統新創,0,0,0,0,0,"21,441,750","41,000",0,0,0,"41,000","7,493", ,20231212
1471,首利,"4,000",0,0,0,"4,000",0,0,0,0,0,0,0,XV ,20231212
1472,三洋實業,0,0,0,0,0,"2,658,813","13,000",0,0,0,"13,000","63,245", ,20231212
1473,台南,"4,000",0,0,0,"4,000","36,538,383","668,000","33,000",0,0,"701,000","129,058", ,20231212
1474,弘裕,0,0,0,0,0,"32,474,242","272,000",0,0,0,"272,000","31,858", ,20231212
1475,業旺,0,0,0,0,0,0,"65,000",0,0,0,"65,000","26,519",X ,20231212
1476,儒鴻,"9,000",0,0,0,"9,000","68,591,777","703,616","1,000","19,000",0,"685,616","208,460", ,20231212
1477,聚陽,"125,000","3,000","4,000",0,"124,000","60,464,145","2,149,294","27,000","53,000",0,"2,123,294","625,042", ,20231212
1503,士電,"416,000","18,000","63,000",0,"371,000","130,243,055","10,047,000","517,000","468,000",0,"10,096,000","2,365,160", ,20231212
1504,東元,"226,000","14,000","8,000",0,"232,000","534,699,154","28,667,000","755,000","264,000",0,"29,158,000","3,966,129", ,20231212
1506,正道,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1512,瑞利,0,0,0,0,0,0,0,0,0,0,0,0,XV ,20231212
1513,中興電,"1,219,000","7,000","40,000",0,"1,186,000","125,778,128","26,833,000","41,000","1,412,000",0,"25,462,000","5,672,416", ,20231212
1514,亞力,"4,849,000","591,000","104,000","42,000","5,294,000","61,733,823","10,479,070","320,000","1,273,000",0,"9,526,070","7,258,111", ,20231212
1515,力山,"927,000","87,000","27,000",0,"987,000","45,368,375","2,121,676","52,000","124,000",0,"2,049,676","2,700,253", ,20231212
1516,川飛,0,"1,000",0,0,"1,000","9,705,035","182,879",0,0,0,"182,879","38,398", ,20231212
1517,利奇,"138,000",0,0,0,"138,000","56,421,251","2,701,000",0,"69,000",0,"2,632,000","61,792", ,20231212
1519,華城,"2,291,000","150,000","10,000",0,"2,431,000","65,264,637","4,197,000","31,000","476,000",0,"3,752,000","4,428,999", ,20231212
1521,大億,0,0,0,0,0,"19,057,500","234,000","6,000",0,0,"240,000","36,265", ,20231212
1522,堤維西,"488,000","8,000","73,000",0,"423,000","78,224,470","5,685,000","41,000","459,000",0,"5,267,000","2,390,368", ,20231212
1524,耿鼎,"2,361,000","100,000","620,000","1,000","1,840,000","41,327,599","5,263,000",0,"2,000",0,"5,261,000","5,025,760", ,20231212
1525,江申,"161,000",0,0,0,"161,000","18,350,033","321,000","1,000",0,0,"322,000","48,027", ,20231212
1526,日馳,"7,000","2,000",0,0,"9,000","15,000,000","850,000","2,000",0,0,"852,000","23,775", ,20231212
1527,鑽全,"4,000",0,0,0,"4,000","34,642,660","1,335,000",0,"5,000",0,"1,330,000","41,766", ,20231212
1528,恩德,"5,000",0,0,0,"5,000","47,832,750","2,819,000","4,000",0,0,"2,823,000","209,782", ,20231212
1529,樂事綠能,"180,000","8,000","5,000",0,"183,000","37,644,435","5,366,440","3,000","10,000",0,"5,359,440","1,341,915", ,20231212
