,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
26311,066884　洋基統一41購01,TW23Z0668848,2023/11/17,上市,,RWSCCA,
26312,066885　華城台新36購02,TW23Z0668855,2023/11/17,上市,,RWSCCE,
26313,066886　華碩台新35購01,TW23Z0668863,2023/11/17,上市,,RWSCCE,
26314,066887　金像電台新35購01,TW23Z0668871,2023/11/17,上市,,RWSCCE,
26315,066888　裕隆永豐36購03,TW23Z0668889,2023/11/17,上市,,RWSCCA,
26316,066889　裕隆永豐36購04,TW23Z0668897,2023/11/17,上市,,RWSCCA,
26317,066890　鴻海永豐39購02,TW23Z0668905,2023/11/17,上市,,RWSCCA,
26318,066891　華泰永豐36購01,TW23Z0668913,2023/11/17,上市,,RWSCCA,
26319,066892　華泰永豐37購01,TW23Z0668921,2023/11/17,上市,,RWSCCA,
26320,066893　宏碁永豐37購01,TW23Z0668939,2023/11/17,上市,,RWSCCA,
26321,066894　毅嘉永豐37購01,TW23Z0668947,2023/11/17,上市,,RWSCCA,
26322,066895　建準永豐37購01,TW23Z0668954,2023/11/17,上市,,RWSCCA,
26323,066896　聯陽永豐36購02,TW23Z0668962,2023/11/17,上市,,RWSCCA,
26324,066897　敦泰永豐37購01,TW23Z0668970,2023/11/17,上市,,RWSCCA,
26325,066898　材料永豐37購04,TW23Z0668988,2023/11/17,上市,,RWSCCA,
26326,066899　祥碩永豐39購01,TW23Z0668996,2023/11/17,上市,,RWSCCA,
26327,066900　華通中信38購01,TW23Z0669002,2023/11/17,上市,,RWSCCE,
26328,066901　金像電中信39購01,TW23Z0669010,2023/11/17,上市,,RWSCCE,
26329,066902　長榮中信37購02,TW23Z0669028,2023/11/17,上市,,RWSCCE,
26330,066903　盛群中信35購01,TW23Z0669036,2023/11/17,上市,,RWSCCE,
26331,066904　矽力中信37購01,TW23Z0669044,2023/11/17,上市,,RWSCCE,
26332,066905　臺股指中信39購08,TW23Z0669051,2023/11/17,上市,,RWICCE,
26333,066906　英業達國泰37購01,TW23Z0669069,2023/11/17,上市,,RWSCCA,
26334,066907　建準國泰37購01,TW23Z0669077,2023/11/17,上市,,RWSCCA,
26335,066908　裕隆富邦36購03,TW23Z0669085,2023/11/17,上市,,RWSCCA,
26336,066909　華通富邦3B購01,TW23Z0669093,2023/11/17,上市,,RWSCCA,
26337,066910　華泰富邦37購01,TW23Z0669101,2023/11/17,上市,,RWSCCA,
26338,066911　華泰富邦39購01,TW23Z0669119,2023/11/17,上市,,RWSCCA,
26339,066912　華泰富邦39購02,TW23Z0669127,2023/11/17,上市,,RWSCCA,
26340,066913　金像電富邦39購02,TW23Z0669135,2023/11/17,上市,,RWSCCA,
26341,066914　長榮富邦39購03,TW23Z0669143,2023/11/17,上市,,RWSCCA,
26342,066915　晶豪科富邦36購01,TW23Z0669150,2023/11/17,上市,,RWSCCA,
26343,066916　台耀富邦38購01,TW23Z0669168,2023/11/17,上市,,RWSCCA,
26344,066917　祥碩富邦39購01,TW23Z0669176,2023/11/17,上市,,RWSCCA,
26345,066918　臺股指富邦36購08,TW23Z0669184,2023/11/17,上市,,RWICCE,
26346,066919　香港2X凱基36購01,TW23Z0669192,2023/11/17,上市,,RWBCCA,
26347,066920　華城凱基36購03,TW23Z0669200,2023/11/17,上市,,RWSCCA,
26348,066921　華城凱基37購02,TW23Z0669218,2023/11/17,上市,,RWSCCA,
26349,066922　東聯凱基35購01,TW23Z0669226,2023/11/17,上市,,RWSCCA,
26350,066923　美時凱基38購01,TW23Z0669234,2023/11/17,上市,,RWSCCA,
26351,066924　裕隆凱基35購04,TW23Z0669242,2023/11/17,上市,,RWSCCA,
26352,066925　鴻海凱基35購11,TW23Z0669259,2023/11/17,上市,,RWSCCA,
26353,066926　鴻海凱基35購12,TW23Z0669267,2023/11/17,上市,,RWSCCA,
26354,066927　華泰凱基35購02,TW23Z0669275,2023/11/17,上市,,RWSCCA,
26355,066928　華泰凱基35購04,TW23Z0669283,2023/11/17,上市,,RWSCCA,
26356,066929　華泰凱基36購01,TW23Z0669291,2023/11/17,上市,,RWSCCA,
26357,066930　華泰凱基36購02,TW23Z0669309,2023/11/17,上市,,RWSCCA,
26358,066931　華泰凱基37購01,TW23Z0669317,2023/11/17,上市,,RWSCCA,
26359,066932　華泰凱基38購01,TW23Z0669325,2023/11/17,上市,,RWSCCA,
26360,066933　華泰凱基39購01,TW23Z0669333,2023/11/17,上市,,RWSCCA,
26361,066934　台積電凱基39購04,TW23Z0669341,2023/11/17,上市,,RWSCCA,
26362,066935　華碩凱基37購01,TW23Z0669358,2023/11/17,上市,,RWSCCA,
26363,066936　聯發科凱基36購04,TW23Z0669366,2023/11/17,上市,,RWSCCA,
26364,066937　聯發科凱基37購08,TW23Z0669374,2023/11/17,上市,,RWSCCA,
26365,066938　聯發科凱基37購09,TW23Z0669382,2023/11/17,上市,,RWSCCA,
26366,066939　聯發科凱基3A購04,TW23Z0669390,2023/11/17,上市,,RWSCCA,
26367,066940　長榮航凱基35購05,TW23Z0669408,2023/11/17,上市,,RWSCCA,
26368,066941　奇鋐凱基35購11,TW23Z0669416,2023/11/17,上市,,RWSCCA,
26369,066942　智原凱基3A購02,TW23Z0669424,2023/11/17,上市,,RWSCCA,
26370,066943　景碩凱基35購01,TW23Z0669432,2023/11/17,上市,,RWSCCA,
26371,066944　緯創凱基37購03,TW23Z0669440,2023/11/17,上市,,RWSCCA,
26372,066945　創意凱基35購18,TW23Z0669457,2023/11/17,上市,,RWSCCA,
26373,066946　創意凱基35購19,TW23Z0669465,2023/11/17,上市,,RWSCCA,
26374,066947　創意凱基35購20,TW23Z0669473,2023/11/17,上市,,RWSCCA,
26375,066948　嘉澤凱基35購01,TW23Z0669481,2023/11/17,上市,,RWSCCA,
26376,066949　嘉澤凱基37購01,TW23Z0669499,2023/11/17,上市,,RWSCCA,
26377,066950　大眾控凱基37購01,TW23Z0669507,2023/11/17,上市,,RWSCCA,
26378,066951　材料凱基36購05,TW23Z0669515,2023/11/17,上市,,RWSCCA,
26379,066952　上品凱基36購02,TW23Z0669523,2023/11/17,上市,,RWSCCA,
26380,066953　祥碩凱基35購09,TW23Z0669531,2023/11/17,上市,,RWSCCA,
26381,066954　祥碩凱基36購04,TW23Z0669549,2023/11/17,上市,,RWSCCA,
26382,066955　祥碩凱基37購02,TW23Z0669556,2023/11/17,上市,,RWSCCA,
26383,066956　南電凱基35購03,TW23Z0669564,2023/11/17,上市,,RWSCCA,
26384,066957　臺股指凱基35購60,TW23Z0669572,2023/11/17,上市,,RWICCE,
26385,066958　臺股指凱基35購61,TW23Z0669580,2023/11/17,上市,,RWICCE,
26386,066959　臺股指凱基3A購15,TW23Z0669598,2023/11/17,上市,,RWICCE,
26387,06695U　台灣50凱基31售09,TW23Z06695U9,2023/05/18,上市,,RWBCPE,
26388,066960　電子類凱基3A購02,TW23Z0669606,2023/11/17,上市,,RWICCE,
26389,066961　力山群益35購03,TW23Z0669614,2023/11/17,上市,,RWSCCA,
26390,066962　中鴻群益37購01,TW23Z0669622,2023/11/17,上市,,RWSCCA,
26391,066963　川湖群益35購10,TW23Z0669630,2023/11/17,上市,,RWSCCA,
26392,066964　光寶科群益35購06,TW23Z0669648,2023/11/17,上市,,RWSCCA,
26393,066965　鴻海群益3A購03,TW23Z0669655,2023/11/17,上市,,RWSCCA,
26394,066966　華泰群益35購01,TW23Z0669663,2023/11/17,上市,,RWSCCA,
26395,066967　台積電群益38購04,TW23Z0669671,2023/11/17,上市,,RWSCCA,
26396,066968　台積電群益3B購04,TW23Z0669689,2023/11/17,上市,,RWSCCA,
26397,066969　英業達群益37購02,TW23Z0669697,2023/11/17,上市,,RWSCCA,
26398,06696U　台灣50凱基33售02,TW23Z06696U7,2023/05/18,上市,,RWBCPE,
26399,066970　華碩群益35購01,TW23Z0669705,2023/11/17,上市,,RWSCCA,
26400,066971　華碩群益35購02,TW23Z0669713,2023/11/17,上市,,RWSCCA,
26401,066972　技嘉群益35購13,TW23Z0669721,2023/11/17,上市,,RWSCCA,
26402,066973　精元群益35購01,TW23Z0669739,2023/11/17,上市,,RWSCCA,
26403,066974　友達群益38購01,TW23Z0669747,2023/11/17,上市,,RWSCCA,
26404,066975　聯發科群益39購06,TW23Z0669754,2023/11/17,上市,,RWSCCA,
26405,066976　強茂群益35購01,TW23Z0669762,2023/11/17,上市,,RWSCCA,
26406,066977　長榮航群益35購03,TW23Z0669770,2023/11/17,上市,,RWSCCA,
26407,066978　富邦金群益36購01,TW23Z0669788,2023/11/17,上市,,RWSCCA,
26408,066979　國泰金群益35購01,TW23Z0669796,2023/11/17,上市,,RWSCCA,
26409,06697U　華新凱基31售01,TW23Z06697U5,2023/05/18,上市,,RWSCPE,
26410,066980　國泰金群益35購02,TW23Z0669804,2023/11/17,上市,,RWSCCA,
26411,066981　開發金群益37購01,TW23Z0669812,2023/11/17,上市,,RWSCCA,
26412,066982　玉山金群益35購01,TW23Z0669820,2023/11/17,上市,,RWSCCA,
26413,066983　中信金群益37購02,TW23Z0669838,2023/11/17,上市,,RWSCCA,
26414,066984　大立光群益39購01,TW23Z0669846,2023/11/17,上市,,RWSCCA,
26415,066985　欣興群益35購06,TW23Z0669853,2023/11/17,上市,,RWSCCA,
26416,066986　緯創群益37購05,TW23Z0669861,2023/11/17,上市,,RWSCCA,
26417,066987　創意群益35購15,TW23Z0669879,2023/11/17,上市,,RWSCCA,
26418,066988　群創群益3A購01,TW23Z0669887,2023/11/17,上市,,RWSCCA,
26419,066989　嘉澤群益35購04,TW23Z0669895,2023/11/17,上市,,RWSCCA,
26420,06698U　大亞凱基2C售03,TW23Z06698U3,2023/05/18,上市,,RWSCPE,
26421,066990　辛耘群益35購03,TW23Z0669903,2023/11/17,上市,,RWSCCA,
26422,066991　合勤控群益35購02,TW23Z0669911,2023/11/17,上市,,RWSCCA,
26423,066992　材料群益35購05,TW23Z0669929,2023/11/17,上市,,RWSCCA,
26424,066993　新唐群益37購01,TW23Z0669937,2023/11/17,上市,,RWSCCA,
26425,066994　立積群益37購02,TW23Z0669945,2023/11/17,上市,,RWSCCA,
26426,066995　佳必琪群益35購01,TW23Z0669952,2023/11/17,上市,,RWSCCA,
26427,066996　穎崴群益35購03,TW23Z0669960,2023/11/17,上市,,RWSCCA,
26428,066997　晶心科群益35購02,TW23Z0669978,2023/11/17,上市,,RWSCCA,
26429,066998　力智群益35購01,TW23Z0669986,2023/11/17,上市,,RWSCCA,
26430,066999　勤誠群益35購10,TW23Z0669994,2023/11/17,上市,,RWSCCA,
26431,06699U　英業達凱基2C售02,TW23Z06699U1,2023/05/18,上市,,RWSCPE,
26432,067000　臺股指群益3A購03,TW23Z0670000,2023/11/17,上市,,RWICCE,
26433,067001　臺股指群益3A購04,TW23Z0670018,2023/11/17,上市,,RWICCE,
26434,067002　A50正2元大35購01,TW23Z0670026,2023/11/17,上市,,RWBCCA,
26435,067003　元日2X元大39購02,TW23Z0670034,2023/11/17,上市,,RWBCCA,
26436,067004　元日2X元大3B購01,TW23Z0670042,2023/11/17,上市,,RWBCCA,
26437,067005　中502X元大35購03,TW23Z0670059,2023/11/17,上市,,RWBCCA,
26438,067006　中502X元大37購01,TW23Z0670067,2023/11/17,上市,,RWBCCA,
26439,067007　力山元大35購01,TW23Z0670075,2023/11/17,上市,,RWSCCA,
26440,067008　力山元大35購02,TW23Z0670083,2023/11/17,上市,,RWSCCA,
26441,067009　力山元大37購01,TW23Z0670091,2023/11/17,上市,,RWSCCA,
26442,067010　中砂元大35購02,TW23Z0670109,2023/11/17,上市,,RWSCCA,
26443,067011　中鋼元大35購03,TW23Z0670117,2023/11/17,上市,,RWSCCA,
26444,067012　上銀元大35購01,TW23Z0670125,2023/11/17,上市,,RWSCCA,
26445,067013　川湖元大35購19,TW23Z0670133,2023/11/17,上市,,RWSCCA,
26446,067014　川湖元大36購06,TW23Z0670141,2023/11/17,上市,,RWSCCA,
26447,067015　川湖元大37購03,TW23Z0670158,2023/11/17,上市,,RWSCCA,
26448,067016　裕隆元大36購05,TW23Z0670166,2023/11/17,上市,,RWSCCA,
26449,067017　華通元大36購05,TW23Z0670174,2023/11/17,上市,,RWSCCA,
26450,067018　台積電元大35購23,TW23Z0670182,2023/11/17,上市,,RWSCCA,
26451,067019　台積電元大35購24,TW23Z0670190,2023/11/17,上市,,RWSCCA,
26452,06701U　長榮凱基2C售12,TW23Z06701U5,2023/05/18,上市,,RWSCPE,
26453,067020　台積電元大3A購03,TW23Z0670208,2023/11/17,上市,,RWSCCA,
26454,067021　技嘉元大36購16,TW23Z0670216,2023/11/17,上市,,RWSCCA,
26455,067022　技嘉元大39購02,TW23Z0670224,2023/11/17,上市,,RWSCCA,
26456,067023　精元元大35購01,TW23Z0670232,2023/11/17,上市,,RWSCCA,
26457,067024　精元元大35購02,TW23Z0670240,2023/11/17,上市,,RWSCCA,
26458,067025　友達元大35購02,TW23Z0670257,2023/11/17,上市,,RWSCCA,
26459,067026　聯發科元大35購31,TW23Z0670265,2023/11/17,上市,,RWSCCA,
26460,067027　聯發科元大35購32,TW23Z0670273,2023/11/17,上市,,RWSCCA,
26461,067028　聯發科元大35購33,TW23Z0670281,2023/11/17,上市,,RWSCCA,
26462,067029　長榮元大35購06,TW23Z0670299,2023/11/17,上市,,RWSCCA,
26463,067030　長榮航元大36購08,TW23Z0670307,2023/11/17,上市,,RWSCCA,
26464,067031　長榮航元大39購01,TW23Z0670315,2023/11/17,上市,,RWSCCA,
26465,067032　雲品元大35購02,TW23Z0670323,2023/11/17,上市,,RWSCCA,
26466,067033　奇鋐元大36購13,TW23Z0670331,2023/11/17,上市,,RWSCCA,
26467,067034　緯創元大35購27,TW23Z0670349,2023/11/17,上市,,RWSCCA,
26468,067035　緯創元大35購28,TW23Z0670356,2023/11/17,上市,,RWSCCA,
26469,067036　緯創元大36購08,TW23Z0670364,2023/11/17,上市,,RWSCCA,
26470,067037　創意元大35購15,TW23Z0670372,2023/11/17,上市,,RWSCCA,
26471,067038　創意元大35購16,TW23Z0670380,2023/11/17,上市,,RWSCCA,
26472,067039　創意元大36購14,TW23Z0670398,2023/11/17,上市,,RWSCCA,
26473,067040　瑞鼎元大35購02,TW23Z0670406,2023/11/17,上市,,RWSCCA,
26474,067041　大聯大元大35購06,TW23Z0670414,2023/11/17,上市,,RWSCCA,
26475,067042　日月光元大35購01,TW23Z0670422,2023/11/17,上市,,RWSCCA,
26476,067043　立積元大35購02,TW23Z0670430,2023/11/17,上市,,RWSCCA,
26477,067044　愛普元大36購04,TW23Z0670448,2023/11/17,上市,,RWSCCA,
26478,067045　洋基元大35購02,TW23Z0670455,2023/11/17,上市,,RWSCCA,
26479,067046　南電元大35購03,TW23Z0670463,2023/11/17,上市,,RWSCCA,
26480,067047　勤誠元大35購07,TW23Z0670471,2023/11/17,上市,,RWSCCA,
26481,067048　南電第一39購01,TW23Z0670489,2023/11/20,上市,,RWSCCA,
26482,067049　創意康和36購01,TW23Z0670497,2023/11/20,上市,,RWSCCA,
26483,06704U　臺股指凱基2C售32,TW23Z06704U9,2023/05/18,上市,,RWICPE,
26484,067050　華泰國票36購01,TW23Z0670505,2023/11/20,上市,,RWSCCA,
26485,067051　台積電國泰37購03,TW23Z0670513,2023/11/20,上市,,RWSCCA,
26486,067052　台積電國泰37購04,TW23Z0670521,2023/11/20,上市,,RWSCCA,
26487,067053　威盛國泰37購04,TW23Z0670539,2023/11/20,上市,,RWSCCA,
26488,067054　新唐國泰37購01,TW23Z0670547,2023/11/20,上市,,RWSCCA,
26489,067055　矽力國泰37購01,TW23Z0670554,2023/11/20,上市,,RWSCCA,
26490,067056　洋基兆豐39購01,TW23Z0670562,2023/11/20,上市,,RWSCCA,
26491,067057　華通富邦35購03,TW23Z0670570,2023/11/20,上市,,RWSCCA,
26492,067058　華邦電富邦38購01,TW23Z0670588,2023/11/20,上市,,RWSCCA,
26493,067059　美食富邦3A購01,TW23Z0670596,2023/11/20,上市,,RWSCCA,
26494,06705U　臺股指凱基31售20,TW23Z06705U6,2023/05/18,上市,,RWICPE,
26495,067060　敦泰富邦39購01,TW23Z0670604,2023/11/20,上市,,RWSCCA,
26496,067061　正文富邦37購02,TW23Z0670612,2023/11/20,上市,,RWSCCA,
26497,067062　亞翔富邦39購01,TW23Z0670620,2023/11/20,上市,,RWSCCA,
26498,067063　矽創富邦39購01,TW23Z0670638,2023/11/20,上市,,RWSCCA,
26499,067064　華城元富36購02,TW23Z0670646,2023/11/20,上市,,RWSCCA,
26500,067065　華城元富38購02,TW23Z0670653,2023/11/20,上市,,RWSCCA,
26501,067066　威盛元富3B購04,TW23Z0670661,2023/11/20,上市,,RWSCCA,
26502,067067　奇鋐元富35購01,TW23Z0670679,2023/11/20,上市,,RWSCCA,
26503,067068　文曄元富37購01,TW23Z0670687,2023/11/20,上市,,RWSCCA,
26504,067069　亞翔元富36購02,TW23Z0670695,2023/11/20,上市,,RWSCCA,
26505,06706U　臺股指凱基33售02,TW23Z06706U4,2023/05/18,上市,,RWICPE,
26506,067070　華孚元富38購01,TW23Z0670703,2023/11/20,上市,,RWSCCA,
26507,067071　高力台新36購02,TW23Z0670711,2023/11/20,上市,,RWSCCE,
26508,067072　滬深2X凱基39購02,TW23Z0670729,2023/11/20,上市,,RWBCCA,
26509,067073　元日2X凱基38購01,TW23Z0670737,2023/11/20,上市,,RWBCCA,
26510,067074　中502X凱基3B購01,TW23Z0670745,2023/11/20,上市,,RWBCCA,
26511,067075　華城凱基36購04,TW23Z0670752,2023/11/20,上市,,RWSCCA,
26512,067076　中砂凱基36購04,TW23Z0670760,2023/11/20,上市,,RWSCCA,
26513,067077　上銀凱基35購01,TW23Z0670778,2023/11/20,上市,,RWSCCA,
26514,067078　華通凱基39購03,TW23Z0670786,2023/11/20,上市,,RWSCCA,
26515,067079　鴻海凱基36購06,TW23Z0670794,2023/11/20,上市,,RWSCCA,
26516,06707U　聯發科第一2C售03,TW23Z06707U2,2023/05/19,上市,,RWSCPE,
26517,067080　鴻海凱基37購02,TW23Z0670802,2023/11/20,上市,,RWSCCA,
26518,067081　台積電凱基3B購02,TW23Z0670810,2023/11/20,上市,,RWSCCA,
26519,067082　台積電凱基47購01,TW23Z0670828,2023/11/20,上市,,RWSCCA,
26520,067083　華邦電凱基35購03,TW23Z0670836,2023/11/20,上市,,RWSCCA,
26521,067084　華邦電凱基37購02,TW23Z0670844,2023/11/20,上市,,RWSCCA,
26522,067085　敬鵬凱基35購01,TW23Z0670851,2023/11/20,上市,,RWSCCA,
26523,067086　威盛凱基35購11,TW23Z0670869,2023/11/20,上市,,RWSCCA,
26524,067087　威盛凱基35購12,TW23Z0670877,2023/11/20,上市,,RWSCCA,
26525,067088　威盛凱基36購08,TW23Z0670885,2023/11/20,上市,,RWSCCA,
26526,067089　威盛凱基37購05,TW23Z0670893,2023/11/20,上市,,RWSCCA,
26527,06708U　台灣50中信32售01,TW23Z06708U0,2023/05/19,上市,,RWBCPE,
26528,067090　威盛凱基38購03,TW23Z0670901,2023/11/20,上市,,RWSCCA,
26529,067091　威盛凱基39購03,TW23Z0670919,2023/11/20,上市,,RWSCCA,
26530,067092　威盛凱基3A購02,TW23Z0670927,2023/11/20,上市,,RWSCCA,
26531,067093　威盛凱基3B購06,TW23Z0670935,2023/11/20,上市,,RWSCCA,
26532,067094　威盛凱基3C購01,TW23Z0670943,2023/11/20,上市,,RWSCCA,
26533,067095　聯發科凱基37購10,TW23Z0670950,2023/11/20,上市,,RWSCCA,
26534,067096　聯發科凱基39購04,TW23Z0670968,2023/11/20,上市,,RWSCCA,
26535,067097　飛宏凱基36購03,TW23Z0670976,2023/11/20,上市,,RWSCCA,
26536,067098　長榮凱基36購03,TW23Z0670984,2023/11/20,上市,,RWSCCA,
26537,067099　陽明凱基35購02,TW23Z0670992,2023/11/20,上市,,RWSCCA,
26538,06709U　台灣50中信35售02,TW23Z06709U8,2023/05/19,上市,,RWBCPE,
26539,067100　晶豪科凱基36購02,TW23Z0671008,2023/11/20,上市,,RWSCCA,
26540,067101　智原凱基37購04,TW23Z0671016,2023/11/20,上市,,RWSCCA,
26541,067102　文曄凱基35購04,TW23Z0671024,2023/11/20,上市,,RWSCCA,
26542,067103　辛耘凱基35購03,TW23Z0671032,2023/11/20,上市,,RWSCCA,
26543,067104　大眾控凱基36購02,TW23Z0671040,2023/11/20,上市,,RWSCCA,
26544,067105　大聯大凱基37購01,TW23Z0671057,2023/11/20,上市,,RWSCCA,
26545,067106　材料凱基36購06,TW23Z0671065,2023/11/20,上市,,RWSCCA,
26546,067107　康舒凱基35購05,TW23Z0671073,2023/11/20,上市,,RWSCCA,
26547,067108　矽力凱基36購03,TW23Z0671081,2023/11/20,上市,,RWSCCA,
26548,067109　晶心科凱基35購04,TW23Z0671099,2023/11/20,上市,,RWSCCA,
26549,06710U　奇鋐中信2C售02,TW23Z06710U6,2023/05/19,上市,,RWSCPE,
26550,067110　洋基凱基35購01,TW23Z0671107,2023/11/20,上市,,RWSCCA,
26551,067111　高力凱基35購06,TW23Z0671115,2023/11/20,上市,,RWSCCA,
26552,067112　華城統一3A購01,TW23Z0671123,2023/11/20,上市,,RWSCCA,
26553,067113　華城統一45購03,TW23Z0671131,2023/11/20,上市,,RWSCCA,
26554,067114　台達電統一3B購01,TW23Z0671149,2023/11/20,上市,,RWSCCA,
26555,067115　華通統一3B購01,TW23Z0671156,2023/11/20,上市,,RWSCCA,
26556,067116　鴻海統一3B購03,TW23Z0671164,2023/11/20,上市,,RWSCCA,
26557,067117　華泰統一39購02,TW23Z0671172,2023/11/20,上市,,RWSCCA,
26558,067118　威盛統一3B購12,TW23Z0671180,2023/11/20,上市,,RWSCCA,
26559,067119　威盛統一41購03,TW23Z0671198,2023/11/20,上市,,RWSCCA,
26560,06711U　臺股指中信33售03,TW23Z06711U4,2023/05/19,上市,,RWICPE,
26561,067120　威盛統一42購01,TW23Z0671206,2023/11/20,上市,,RWSCCA,
26562,067121　晶豪科統一3B購01,TW23Z0671214,2023/11/20,上市,,RWSCCA,
26563,067122　晶豪科統一41購01,TW23Z0671222,2023/11/20,上市,,RWSCCA,
26564,067123　天鈺統一39購03,TW23Z0671230,2023/11/20,上市,,RWSCCA,
26565,067124　祥碩統一3A購01,TW23Z0671248,2023/11/20,上市,,RWSCCA,
26566,067125　亞翔統一3B購01,TW23Z0671255,2023/11/20,上市,,RWSCCA,
26567,067126　愛普統一3A購01,TW23Z0671263,2023/11/20,上市,,RWSCCA,
26568,067127　矽創統一39購03,TW23Z0671271,2023/11/20,上市,,RWSCCA,
26569,067128　華城中信36購01,TW23Z0671289,2023/11/20,上市,,RWSCCE,
26570,067129　華邦電中信38購01,TW23Z0671297,2023/11/20,上市,,RWSCCE,
26571,067130　華邦電中信39購01,TW23Z0671305,2023/11/20,上市,,RWSCCE,
26572,067131　上品中信36購01,TW23Z0671313,2023/11/20,上市,,RWSCCE,
26573,067132　上品中信37購01,TW23Z0671321,2023/11/20,上市,,RWSCCE,
26574,067133　新唐中信35購01,TW23Z0671339,2023/11/20,上市,,RWSCCE,
26575,067134　華孚中信38購01,TW23Z0671347,2023/11/20,上市,,RWSCCE,
26576,067135　臺股指中信39購09,TW23Z0671354,2023/11/20,上市,,RWICCE,
26577,067136　S&P正2永豐37購01,TW23Z0671362,2023/11/20,上市,,RWBCCA,
26578,067137　香港2X永豐3B購01,TW23Z0671370,2023/11/20,上市,,RWBCCA,
26579,067138　FBNQ2X永豐3B購01,TW23Z0671388,2023/11/20,上市,,RWBCCA,
26580,067139　華城永豐36購01,TW23Z0671396,2023/11/20,上市,,RWSCCA,
26581,06713U　漢翔凱基31售03,TW23Z06713U0,2023/05/19,上市,,RWSCPE,
26582,067140　華新永豐37購01,TW23Z0671404,2023/11/20,上市,,RWSCCA,
26583,067141　中鋼永豐36購01,TW23Z0671412,2023/11/20,上市,,RWSCCA,
26584,067142　華通永豐35購03,TW23Z0671420,2023/11/20,上市,,RWSCCA,
26585,067143　華邦電永豐38購01,TW23Z0671438,2023/11/20,上市,,RWSCCA,
26586,067144　技嘉永豐36購10,TW23Z0671446,2023/11/20,上市,,RWSCCA,
26587,067145　威盛永豐38購02,TW23Z0671453,2023/11/20,上市,,RWSCCA,
26588,067146　聯發科永豐38購01,TW23Z0671461,2023/11/20,上市,,RWSCCA,
26589,067147　文曄永豐36購02,TW23Z0671479,2023/11/20,上市,,RWSCCA,
26590,067148　緯創永豐36購03,TW23Z0671487,2023/11/20,上市,,RWSCCA,
26591,067149　亞翔永豐37購01,TW23Z0671495,2023/11/20,上市,,RWSCCA,
26592,067150　華孚永豐36購02,TW23Z0671503,2023/11/20,上市,,RWSCCA,
26593,067151　矽力永豐36購01,TW23Z0671511,2023/11/20,上市,,RWSCCA,
26594,067152　洋基永豐35購01,TW23Z0671529,2023/11/20,上市,,RWSCCA,
26595,067153　華城群益37購03,TW23Z0671537,2023/11/20,上市,,RWSCCA,
26596,067154　華紙群益3B購01,TW23Z0671545,2023/11/20,上市,,RWSCCA,
26597,067155　中鴻群益3B購01,TW23Z0671552,2023/11/20,上市,,RWSCCA,
26598,067156　華泰群益35購03,TW23Z0671560,2023/11/20,上市,,RWSCCA,
26599,067157　華泰群益35購04,TW23Z0671578,2023/11/20,上市,,RWSCCA,
26600,067158　華泰群益36購01,TW23Z0671586,2023/11/20,上市,,RWSCCA,
26601,067159　台積電群益38購05,TW23Z0671594,2023/11/20,上市,,RWSCCA,
26602,067160　聯發科群益38購03,TW23Z0671602,2023/11/20,上市,,RWSCCA,
26603,067161　聯發科群益3B購04,TW23Z0671610,2023/11/20,上市,,RWSCCA,
26604,067162　強茂群益35購02,TW23Z0671628,2023/11/20,上市,,RWSCCA,
26605,067163　漢翔群益35購08,TW23Z0671636,2023/11/20,上市,,RWSCCA,
26606,067164　慧洋群益35購01,TW23Z0671644,2023/11/20,上市,,RWSCCA,
26607,067165　奇鋐群益35購07,TW23Z0671651,2023/11/20,上市,,RWSCCA,
26608,067166　緯創群益37購06,TW23Z0671669,2023/11/20,上市,,RWSCCA,
26609,067167　創意群益35購16,TW23Z0671677,2023/11/20,上市,,RWSCCA,
26610,067168　創意群益37購02,TW23Z0671685,2023/11/20,上市,,RWSCCA,
26611,067169　創意群益3B購01,TW23Z0671693,2023/11/20,上市,,RWSCCA,
26612,067170　嘉澤群益35購05,TW23Z0671701,2023/11/20,上市,,RWSCCA,
26613,067171　嘉澤群益35購06,TW23Z0671719,2023/11/20,上市,,RWSCCA,
26614,067172　敦泰群益37購01,TW23Z0671727,2023/11/20,上市,,RWSCCA,
26615,067173　合勤控群益35購03,TW23Z0671735,2023/11/20,上市,,RWSCCA,
26616,067174　上品群益39購01,TW23Z0671743,2023/11/20,上市,,RWSCCA,
26617,067175　亞翔群益35購04,TW23Z0671750,2023/11/20,上市,,RWSCCA,
26618,067176　聯茂群益35購02,TW23Z0671768,2023/11/20,上市,,RWSCCA,
26619,067177　南電群益37購03,TW23Z0671776,2023/11/20,上市,,RWSCCA,
26620,067178　臺股指群益36購28,TW23Z0671784,2023/11/20,上市,,RWICCE,
26621,067179　臺股指群益36購29,TW23Z0671792,2023/11/20,上市,,RWICCE,
26622,067180　臺股指群益36購30,TW23Z0671800,2023/11/20,上市,,RWICCE,
26623,067181　元債2X元大3A購01,TW23Z0671818,2023/11/20,上市,,RWBCCA,
26624,067182　元債2X元大3B購01,TW23Z0671826,2023/11/20,上市,,RWBCCA,
26625,067183　楠梓電元大35購02,TW23Z0671834,2023/11/20,上市,,RWSCCA,
26626,067184　華泰元大35購02,TW23Z0671842,2023/11/20,上市,,RWSCCA,
26627,067185　華泰元大36購01,TW23Z0671859,2023/11/20,上市,,RWSCCA,
