,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
26628,067186　華泰元大39購01,TW23Z0671867,2023/11/20,上市,,RWSCCA,
26629,067187　華泰元大3A購01,TW23Z0671875,2023/11/20,上市,,RWSCCA,
26630,067188　台亞元大35購01,TW23Z0671883,2023/11/20,上市,,RWSCCA,
26631,067189　英業達元大35購05,TW23Z0671891,2023/11/20,上市,,RWSCCA,
26632,067190　威盛元大35購19,TW23Z0671909,2023/11/20,上市,,RWSCCA,
26633,067191　威盛元大36購05,TW23Z0671917,2023/11/20,上市,,RWSCCA,
26634,067192　威盛元大37購04,TW23Z0671925,2023/11/20,上市,,RWSCCA,
26635,067193　威盛元大38購03,TW23Z0671933,2023/11/20,上市,,RWSCCA,
26636,067194　威盛元大39購06,TW23Z0671941,2023/11/20,上市,,RWSCCA,
26637,067195　威盛元大3A購04,TW23Z0671958,2023/11/20,上市,,RWSCCA,
26638,067196　聯發科元大35購34,TW23Z0671966,2023/11/20,上市,,RWSCCA,
26639,067197　鉅祥元大35購05,TW23Z0671974,2023/11/20,上市,,RWSCCA,
26640,067198　長榮元大36購03,TW23Z0671982,2023/11/20,上市,,RWSCCA,
26641,067199　長榮航元大36購09,TW23Z0671990,2023/11/20,上市,,RWSCCA,
26642,067200　長榮航元大39購02,TW23Z0672006,2023/11/20,上市,,RWSCCA,
26643,067201　奇鋐元大36購14,TW23Z0672014,2023/11/20,上市,,RWSCCA,
26644,067202　智原元大35購10,TW23Z0672022,2023/11/20,上市,,RWSCCA,
26645,067203　智原元大36購06,TW23Z0672030,2023/11/20,上市,,RWSCCA,
26646,067204　智原元大37購02,TW23Z0672048,2023/11/20,上市,,RWSCCA,
26647,067205　智原元大38購02,TW23Z0672055,2023/11/20,上市,,RWSCCA,
26648,067206　智原元大39購03,TW23Z0672063,2023/11/20,上市,,RWSCCA,
26649,067207　智原元大3A購03,TW23Z0672071,2023/11/20,上市,,RWSCCA,
26650,067208　亞翔元大36購02,TW23Z0672089,2023/11/20,上市,,RWSCCA,
26651,067209　愛普元大36購05,TW23Z0672097,2023/11/20,上市,,RWSCCA,
26652,067210　愛普元大39購04,TW23Z0672105,2023/11/20,上市,,RWSCCA,
26653,067211　愛普元大3A購01,TW23Z0672113,2023/11/20,上市,,RWSCCA,
26654,067212　晶心科元大35購01,TW23Z0672121,2023/11/20,上市,,RWSCCA,
26655,067213　力積電元大35購04,TW23Z0672139,2023/11/20,上市,,RWSCCA,
26656,067214　永道元大35購01,TW23Z0672147,2023/11/20,上市,,RWSCCA,
26657,067215　勤誠元大35購08,TW23Z0672154,2023/11/20,上市,,RWSCCA,
26658,067216　臺股指元大36購62,TW23Z0672162,2023/11/20,上市,,RWICCE,
26659,067217　臺股指元大36購63,TW23Z0672170,2023/11/20,上市,,RWICCE,
26660,067218　臺股指元大36購64,TW23Z0672188,2023/11/20,上市,,RWICCE,
26661,067219　臺股指元大36購65,TW23Z0672196,2023/11/20,上市,,RWICCE,
26662,067220　臺股指元大36購66,TW23Z0672204,2023/11/20,上市,,RWICCE,
26663,067221　臺股指元大36購67,TW23Z0672212,2023/11/20,上市,,RWICCE,
26664,067222　聯電法興35購01,TW23Z0672220,2023/11/20,上市,,RWSCCE,
26665,067223　鴻海法興35購03,TW23Z0672238,2023/11/20,上市,,RWSCCE,
26666,067224　國巨法興35購01,TW23Z0672246,2023/11/20,上市,,RWSCCE,
26667,067225　台積電法興35購02,TW23Z0672253,2023/11/20,上市,,RWSCCE,
26668,067226　宏碁法興35購01,TW23Z0672261,2023/11/20,上市,,RWSCCE,
26669,067227　南亞科法興38購01,TW23Z0672279,2023/11/20,上市,,RWSCCE,
26670,067228　聯發科法興35購02,TW23Z0672287,2023/11/20,上市,,RWSCCE,
26671,067229　大立光法興35購01,TW23Z0672295,2023/11/20,上市,,RWSCCE,
26672,067230　大立光法興36購01,TW23Z0672303,2023/11/20,上市,,RWSCCE,
26673,067231　欣興法興35購01,TW23Z0672311,2023/11/20,上市,,RWSCCE,
26674,067232　新唐法興35購01,TW23Z0672329,2023/11/20,上市,,RWSCCE,
26675,067233　台表科法興38購01,TW23Z0672337,2023/11/20,上市,,RWSCCE,
26676,067234　華城兆豐37購03,TW23Z0672345,2023/11/20,上市,,RWSCCA,
26677,067235　美時兆豐39購02,TW23Z0672352,2023/11/20,上市,,RWSCCA,
26678,067236　長榮兆豐39購01,TW23Z0672360,2023/11/20,上市,,RWSCCA,
26679,067237　健鼎兆豐38購01,TW23Z0672378,2023/11/20,上市,,RWSCCA,
26680,067238　材料兆豐37購01,TW23Z0672386,2023/11/20,上市,,RWSCCA,
26681,067239　華泰中信39購01,TW23Z0672394,2023/11/21,上市,,RWSCCE,
26682,067240　威盛中信36購03,TW23Z0672402,2023/11/21,上市,,RWSCCE,
26683,067241　長榮航中信38購01,TW23Z0672410,2023/11/21,上市,,RWSCCE,
26684,067242　開發金中信3B購01,TW23Z0672428,2023/11/21,上市,,RWSCCE,
26685,067243　台新金中信35購01,TW23Z0672436,2023/11/21,上市,,RWSCCE,
26686,067244　虹堡中信36購01,TW23Z0672444,2023/11/21,上市,,RWSCCE,
26687,067245　虹堡中信39購01,TW23Z0672451,2023/11/21,上市,,RWSCCE,
26688,067246　樺漢中信39購01,TW23Z0672469,2023/11/21,上市,,RWSCCE,
26689,067247　愛普中信39購01,TW23Z0672477,2023/11/21,上市,,RWSCCE,
26690,067248　大眾控國票36購01,TW23Z0672485,2023/11/21,上市,,RWSCCA,
26691,067249　華新康和35購01,TW23Z0672493,2023/11/21,上市,,RWSCCA,
26692,067250　威盛康和36購02,TW23Z0672501,2023/11/21,上市,,RWSCCA,
26693,067251　虹堡康和35購01,TW23Z0672519,2023/11/21,上市,,RWSCCA,
26694,067252　勤誠康和36購01,TW23Z0672527,2023/11/21,上市,,RWSCCA,
26695,067253　長榮航統一39購05,TW23Z0672535,2023/11/21,上市,,RWSCCA,
26696,067254　上品統一3B購01,TW23Z0672543,2023/11/21,上市,,RWSCCA,
26697,067255　虹堡統一39購03,TW23Z0672550,2023/11/21,上市,,RWSCCA,
26698,067256　虹堡統一3B購01,TW23Z0672568,2023/11/21,上市,,RWSCCA,
26699,067257　虹堡統一41購01,TW23Z0672576,2023/11/21,上市,,RWSCCA,
26700,067258　虹堡統一41購02,TW23Z0672584,2023/11/21,上市,,RWSCCA,
26701,067259　亞翔統一41購01,TW23Z0672592,2023/11/21,上市,,RWSCCA,
26702,067260　矽力統一3B購01,TW23Z0672600,2023/11/21,上市,,RWSCCA,
26703,067261　亞翔兆豐37購02,TW23Z0672618,2023/11/21,上市,,RWSCCA,
26704,067262　華泰國泰37購01,TW23Z0672626,2023/11/21,上市,,RWSCCA,
26705,067263　台光電國泰37購02,TW23Z0672634,2023/11/21,上市,,RWSCCA,
26706,067264　毅嘉國泰37購01,TW23Z0672642,2023/11/21,上市,,RWSCCA,
26707,067265　長榮航國泰37購01,TW23Z0672659,2023/11/21,上市,,RWSCCA,
26708,067266　祥碩國泰37購02,TW23Z0672667,2023/11/21,上市,,RWSCCA,
26709,067267　華孚國泰37購01,TW23Z0672675,2023/11/21,上市,,RWSCCA,
26710,067268　亞力元大35購04,TW23Z0672683,2023/11/21,上市,,RWSCCA,
26711,067269　華城元大35購10,TW23Z0672691,2023/11/21,上市,,RWSCCA,
26712,067270　華城元大35購11,TW23Z0672709,2023/11/21,上市,,RWSCCA,
26713,067271　華城元大35購12,TW23Z0672717,2023/11/21,上市,,RWSCCA,
26714,067272　川湖元大35購20,TW23Z0672725,2023/11/21,上市,,RWSCCA,
26715,067273　川湖元大36購07,TW23Z0672733,2023/11/21,上市,,RWSCCA,
26716,067274　川湖元大37購04,TW23Z0672741,2023/11/21,上市,,RWSCCA,
26717,067275　裕隆元大36購06,TW23Z0672758,2023/11/21,上市,,RWSCCA,
26718,067276　台積電元大36購07,TW23Z0672766,2023/11/21,上市,,RWSCCA,
26719,067277　台積電元大39購07,TW23Z0672774,2023/11/21,上市,,RWSCCA,
26720,067278　台積電元大3A購04,TW23Z0672782,2023/11/21,上市,,RWSCCA,
26721,067279　英業達元大35購06,TW23Z0672790,2023/11/21,上市,,RWSCCA,
26722,067280　技嘉元大36購17,TW23Z0672808,2023/11/21,上市,,RWSCCA,
26723,067281　群光元大35購05,TW23Z0672816,2023/11/21,上市,,RWSCCA,
26724,067282　威盛元大36購06,TW23Z0672824,2023/11/21,上市,,RWSCCA,
26725,067283　威盛元大36購07,TW23Z0672832,2023/11/21,上市,,RWSCCA,
26726,067284　威盛元大36購08,TW23Z0672840,2023/11/21,上市,,RWSCCA,
26727,067285　聯發科元大36購09,TW23Z0672857,2023/11/21,上市,,RWSCCA,
26728,067286　長榮元大36購04,TW23Z0672865,2023/11/21,上市,,RWSCCA,
26729,067287　華航元大35購02,TW23Z0672873,2023/11/21,上市,,RWSCCA,
26730,067288　美食元大35購02,TW23Z0672881,2023/11/21,上市,,RWSCCA,
26731,067289　晶豪科元大36購03,TW23Z0672899,2023/11/21,上市,,RWSCCA,
26732,067290　奇鋐元大36購15,TW23Z0672907,2023/11/21,上市,,RWSCCA,
26733,067291　奇鋐元大39購01,TW23Z0672915,2023/11/21,上市,,RWSCCA,
26734,067292　智原元大36購07,TW23Z0672923,2023/11/21,上市,,RWSCCA,
26735,067293　智原元大39購04,TW23Z0672931,2023/11/21,上市,,RWSCCA,
26736,067294　智原元大3A購04,TW23Z0672949,2023/11/21,上市,,RWSCCA,
26737,067295　文曄元大35購03,TW23Z0672956,2023/11/21,上市,,RWSCCA,
26738,067296　創意元大36購15,TW23Z0672964,2023/11/21,上市,,RWSCCA,
26739,067297　創意元大39購08,TW23Z0672972,2023/11/21,上市,,RWSCCA,
26740,067298　創意元大3A購03,TW23Z0672980,2023/11/21,上市,,RWSCCA,
26741,067299　上緯控元大35購01,TW23Z0672998,2023/11/21,上市,,RWSCCA,
26742,067300　虹堡元大35購02,TW23Z0673004,2023/11/21,上市,,RWSCCA,
26743,067301　虹堡元大35購03,TW23Z0673012,2023/11/21,上市,,RWSCCA,
26744,067302　虹堡元大3A購01,TW23Z0673020,2023/11/21,上市,,RWSCCA,
26745,067303　亞翔元大39購01,TW23Z0673038,2023/11/21,上市,,RWSCCA,
26746,067304　盛群元大35購02,TW23Z0673046,2023/11/21,上市,,RWSCCA,
26747,067305　華孚元大35購05,TW23Z0673053,2023/11/21,上市,,RWSCCA,
26748,067306　華孚元大39購01,TW23Z0673061,2023/11/21,上市,,RWSCCA,
26749,067307　富鼎元大35購01,TW23Z0673079,2023/11/21,上市,,RWSCCA,
26750,067308　泰銘元大35購01,TW23Z0673087,2023/11/21,上市,,RWSCCA,
26751,067309　台積電第一36購02,TW23Z0673095,2023/11/21,上市,,RWSCCA,
26752,067310　技嘉第一36購01,TW23Z0673103,2023/11/21,上市,,RWSCCA,
26753,067311　川湖富邦3A購02,TW23Z0673111,2023/11/21,上市,,RWSCCA,
26754,067312　台積電富邦39購01,TW23Z0673129,2023/11/21,上市,,RWSCCA,
26755,067313　台積電富邦39購02,TW23Z0673137,2023/11/21,上市,,RWSCCA,
26756,067314　台積電富邦3B購01,TW23Z0673145,2023/11/21,上市,,RWSCCA,
26757,067315　大同富邦39購01,TW23Z0673152,2023/11/21,上市,,RWSCCA,
26758,067316　長榮航富邦39購02,TW23Z0673160,2023/11/21,上市,,RWSCCA,
26759,067317　大立光富邦3B購03,TW23Z0673178,2023/11/21,上市,,RWSCCA,
26760,067318　欣興富邦38購02,TW23Z0673186,2023/11/21,上市,,RWSCCA,
26761,067319　樺漢富邦38購01,TW23Z0673194,2023/11/21,上市,,RWSCCA,
26762,067320　矽力富邦36購01,TW23Z0673202,2023/11/21,上市,,RWSCCA,
26763,067321　大成鋼永豐36購01,TW23Z0673210,2023/11/21,上市,,RWSCCA,
26764,067322　川湖永豐37購03,TW23Z0673228,2023/11/21,上市,,RWSCCA,
26765,067323　大同永豐37購01,TW23Z0673236,2023/11/21,上市,,RWSCCA,
26766,067324　聯發科永豐37購04,TW23Z0673244,2023/11/21,上市,,RWSCCA,
26767,067325　華航永豐36購01,TW23Z0673251,2023/11/21,上市,,RWSCCA,
26768,067326　長榮航永豐36購03,TW23Z0673269,2023/11/21,上市,,RWSCCA,
26769,067327　長榮航永豐37購02,TW23Z0673277,2023/11/21,上市,,RWSCCA,
26770,067328　雄獅永豐37購01,TW23Z0673285,2023/11/21,上市,,RWSCCA,
26771,067329　智原永豐35購02,TW23Z0673293,2023/11/21,上市,,RWSCCA,
26772,067330　上品永豐37購01,TW23Z0673301,2023/11/21,上市,,RWSCCA,
26773,067331　元債2X凱基3A購05,TW23Z0673319,2023/11/21,上市,,RWBCCA,
26774,067332　台塑凱基37購01,TW23Z0673327,2023/11/21,上市,,RWSCCA,
26775,067333　華新凱基35購02,TW23Z0673335,2023/11/21,上市,,RWSCCA,
26776,067334　美時凱基37購05,TW23Z0673343,2023/11/21,上市,,RWSCCA,
26777,067335　中鴻凱基36購01,TW23Z0673350,2023/11/21,上市,,RWSCCA,
26778,067336　裕隆凱基35購06,TW23Z0673368,2023/11/21,上市,,RWSCCA,
26779,067337　華通凱基36購02,TW23Z0673376,2023/11/21,上市,,RWSCCA,
26780,067338　華碩凱基35購01,TW23Z0673384,2023/11/21,上市,,RWSCCA,
26781,067339　華碩凱基36購01,TW23Z0673392,2023/11/21,上市,,RWSCCA,
26782,067340　南亞科凱基35購01,TW23Z0673400,2023/11/21,上市,,RWSCCA,
26783,067341　偉詮電凱基36購02,TW23Z0673418,2023/11/21,上市,,RWSCCA,
26784,067342　可成凱基36購01,TW23Z0673426,2023/11/21,上市,,RWSCCA,
26785,067343　長榮航凱基35購06,TW23Z0673434,2023/11/21,上市,,RWSCCA,
26786,067344　長榮航凱基43購01,TW23Z0673442,2023/11/21,上市,,RWSCCA,
26787,067345　美食凱基35購02,TW23Z0673459,2023/11/21,上市,,RWSCCA,
26788,067346　智原凱基37購05,TW23Z0673467,2023/11/21,上市,,RWSCCA,
26789,067347　智原凱基38購03,TW23Z0673475,2023/11/21,上市,,RWSCCA,
26790,067348　敦泰凱基37購02,TW23Z0673483,2023/11/21,上市,,RWSCCA,
26791,067349　辛耘凱基37購02,TW23Z0673491,2023/11/21,上市,,RWSCCA,
26792,067350　虹堡凱基35購04,TW23Z0673509,2023/11/21,上市,,RWSCCA,
26793,067351　亞翔凱基37購02,TW23Z0673517,2023/11/21,上市,,RWSCCA,
26794,067352　盛群凱基36購01,TW23Z0673525,2023/11/21,上市,,RWSCCA,
26795,067353　華孚凱基35購05,TW23Z0673533,2023/11/21,上市,,RWSCCA,
26796,067354　矽力凱基36購04,TW23Z0673541,2023/11/21,上市,,RWSCCA,
26797,067355　愛普凱基35購06,TW23Z0673558,2023/11/21,上市,,RWSCCA,
26798,067356　力積電凱基35購01,TW23Z0673566,2023/11/21,上市,,RWSCCA,
26799,067357　臺股指凱基36購49,TW23Z0673574,2023/11/21,上市,,RWICCE,
26800,067358　臺股指凱基36購51,TW23Z0673582,2023/11/21,上市,,RWICCE,
26801,067359　臺股指凱基36購52,TW23Z0673590,2023/11/21,上市,,RWICCE,
26802,06735U　台灣50群益2C售04,TW23Z06735U3,2023/05/19,上市,,RWBCPE,
26803,067360　臺股指凱基36購53,TW23Z0673608,2023/11/21,上市,,RWICCE,
26804,067361　臺股指凱基36購54,TW23Z0673616,2023/11/21,上市,,RWICCE,
26805,067362　美債2X元富3B購01,TW23Z0673624,2023/11/21,上市,,RWBCCA,
26806,067363　美時元富35購02,TW23Z0673632,2023/11/21,上市,,RWSCCA,
26807,067364　國巨元富38購01,TW23Z0673640,2023/11/21,上市,,RWSCCA,
26808,067365　華泰元富38購01,TW23Z0673657,2023/11/21,上市,,RWSCCA,
26809,067366　華泰元富3B購01,TW23Z0673665,2023/11/21,上市,,RWSCCA,
26810,067367　華邦電元富36購01,TW23Z0673673,2023/11/21,上市,,RWSCCA,
26811,067368　聯發科元富37購09,TW23Z0673681,2023/11/21,上市,,RWSCCA,
26812,067369　王品元富36購01,TW23Z0673699,2023/11/21,上市,,RWSCCA,
26813,06736U　技嘉群益2C售02,TW23Z06736U1,2023/05/19,上市,,RWSCPE,
26814,067370　聯茂元富38購01,TW23Z0673707,2023/11/21,上市,,RWSCCA,
26815,067371　高力元富38購02,TW23Z0673715,2023/11/21,上市,,RWSCCA,
26816,067372　威盛台新35購06,TW23Z0673723,2023/11/21,上市,,RWSCCE,
26817,067373　長榮航台新35購01,TW23Z0673731,2023/11/21,上市,,RWSCCE,
26818,067374　T50反1群益39購03,TW23Z0673749,2023/11/21,上市,,RWBCCA,
26819,067375　華通群益35購04,TW23Z0673756,2023/11/21,上市,,RWSCCA,
26820,067376　華泰群益35購05,TW23Z0673764,2023/11/21,上市,,RWSCCA,
26821,067377　台積電群益35購39,TW23Z0673772,2023/11/21,上市,,RWSCCA,
26822,067378　台積電群益38購06,TW23Z0673780,2023/11/21,上市,,RWSCCA,
26823,067379　華邦電群益35購02,TW23Z0673798,2023/11/21,上市,,RWSCCA,
26824,06737U　樺漢群益2C售02,TW23Z06737U9,2023/05/19,上市,,RWSCPE,
26825,067380　華邦電群益35購03,TW23Z0673806,2023/11/21,上市,,RWSCCA,
26826,067381　敬鵬群益35購01,TW23Z0673814,2023/11/21,上市,,RWSCCA,
26827,067382　威盛群益35購21,TW23Z0673822,2023/11/21,上市,,RWSCCA,
26828,067383　威盛群益35購22,TW23Z0673830,2023/11/21,上市,,RWSCCA,
26829,067384　威盛群益35購23,TW23Z0673848,2023/11/21,上市,,RWSCCA,
26830,067385　威盛群益35購24,TW23Z0673855,2023/11/21,上市,,RWSCCA,
26831,067386　威盛群益35購25,TW23Z0673863,2023/11/21,上市,,RWSCCA,
26832,067387　威盛群益35購26,TW23Z0673871,2023/11/21,上市,,RWSCCA,
26833,067388　威盛群益35購27,TW23Z0673889,2023/11/21,上市,,RWSCCA,
26834,067389　威盛群益35購28,TW23Z0673897,2023/11/21,上市,,RWSCCA,
26835,06738U　洋基群益31售01,TW23Z06738U7,2023/05/19,上市,,RWSCPE,
26836,067390　威盛群益35購29,TW23Z0673905,2023/11/21,上市,,RWSCCA,
26837,067391　威盛群益35購30,TW23Z0673913,2023/11/21,上市,,RWSCCA,
26838,067392　威盛群益35購31,TW23Z0673921,2023/11/21,上市,,RWSCCA,
26839,067393　建準群益35購05,TW23Z0673939,2023/11/21,上市,,RWSCCA,
26840,067394　聯發科群益35購16,TW23Z0673947,2023/11/21,上市,,RWSCCA,
26841,067395　聯發科群益35購17,TW23Z0673954,2023/11/21,上市,,RWSCCA,
26842,067396　飛宏群益35購04,TW23Z0673962,2023/11/21,上市,,RWSCCA,
26843,067397　義隆群益35購04,TW23Z0673970,2023/11/21,上市,,RWSCCA,
26844,067398　長榮群益36購03,TW23Z0673988,2023/11/21,上市,,RWSCCA,
26845,067399　陽明群益35購02,TW23Z0673996,2023/11/21,上市,,RWSCCA,
26846,06739U　臺股指群益2C售14,TW23Z06739U5,2023/05/19,上市,,RWICPE,
26847,067400　華航群益39購01,TW23Z0674002,2023/11/21,上市,,RWSCCA,
26848,067401　長榮航群益36購02,TW23Z0674010,2023/11/21,上市,,RWSCCA,
26849,067402　美食群益37購01,TW23Z0674028,2023/11/21,上市,,RWSCCA,
26850,067403　雲品群益35購01,TW23Z0674036,2023/11/21,上市,,RWSCCA,
26851,067404　敦泰群益36購02,TW23Z0674044,2023/11/21,上市,,RWSCCA,
26852,067405　大聯大群益35購02,TW23Z0674051,2023/11/21,上市,,RWSCCA,
26853,067406　材料群益35購06,TW23Z0674069,2023/11/21,上市,,RWSCCA,
26854,067407　新唐群益36購01,TW23Z0674077,2023/11/21,上市,,RWSCCA,
26855,067408　新唐群益38購01,TW23Z0674085,2023/11/21,上市,,RWSCCA,
26856,067409　虹堡群益35購03,TW23Z0674093,2023/11/21,上市,,RWSCCA,
26857,06740U　臺股指群益33售06,TW23Z06740U3,2023/05/19,上市,,RWICPE,
26858,067410　亞翔群益35購05,TW23Z0674101,2023/11/21,上市,,RWSCCA,
26859,067411　樺漢群益37購01,TW23Z0674119,2023/11/21,上市,,RWSCCA,
26860,067412　矽力群益35購02,TW23Z0674127,2023/11/21,上市,,RWSCCA,
26861,067413　元晶群益35購01,TW23Z0674135,2023/11/21,上市,,RWSCCA,
26862,067414　穎崴群益36購02,TW23Z0674143,2023/11/21,上市,,RWSCCA,
26863,067415　臺股指群益3B購03,TW23Z0674150,2023/11/21,上市,,RWICCE,
26864,067416　元債2X中信3B購02,TW23Z0674168,2023/11/22,上市,,RWBCCE,
26865,067417　敬鵬中信35購01,TW23Z0674176,2023/11/22,上市,,RWSCCE,
26866,067418　華碩中信38購01,TW23Z0674184,2023/11/22,上市,,RWSCCE,
26867,067419　凌陽中信35購01,TW23Z0674192,2023/11/22,上市,,RWSCCE,
26868,067420　雄獅中信35購01,TW23Z0674200,2023/11/22,上市,,RWSCCE,
26869,067421　玉山金中信36購01,TW23Z0674218,2023/11/22,上市,,RWSCCE,
26870,067422　神基中信35購01,TW23Z0674226,2023/11/22,上市,,RWSCCE,
26871,067423　智原中信36購01,TW23Z0674234,2023/11/22,上市,,RWSCCE,
26872,067424　材料中信3B購03,TW23Z0674242,2023/11/22,上市,,RWSCCE,
26873,067425　矽力中信3B購01,TW23Z0674259,2023/11/22,上市,,RWSCCE,
26874,067426　愛普中信36購01,TW23Z0674267,2023/11/22,上市,,RWSCCE,
26875,067427　愛普中信37購01,TW23Z0674275,2023/11/22,上市,,RWSCCE,
26876,067428　大成鋼兆豐3B購01,TW23Z0674283,2023/11/22,上市,,RWSCCA,
26877,067429　中華兆豐38購01,TW23Z0674291,2023/11/22,上市,,RWSCCA,
26878,06742U　緯穎元富31售02,TW23Z06742U9,2023/05/19,上市,,RWSCPE,
26879,067430　聯電兆豐37購01,TW23Z0674309,2023/11/22,上市,,RWSCCA,
26880,067431　華碩兆豐37購01,TW23Z0674317,2023/11/22,上市,,RWSCCA,
26881,067432　威盛兆豐3B購03,TW23Z0674325,2023/11/22,上市,,RWSCCA,
26882,067433　長榮航兆豐38購01,TW23Z0674333,2023/11/22,上市,,RWSCCA,
26883,067434　智原兆豐39購02,TW23Z0674341,2023/11/22,上市,,RWSCCA,
26884,067435　穎崴兆豐39購01,TW23Z0674358,2023/11/22,上市,,RWSCCA,
26885,067436　樺漢康和35購01,TW23Z0674366,2023/11/22,上市,,RWSCCA,
26886,067437　大成鋼凱基35購01,TW23Z0674374,2023/11/22,上市,,RWSCCA,
26887,067438　川湖凱基39購02,TW23Z0674382,2023/11/22,上市,,RWSCCA,
26888,067439　裕隆凱基36購02,TW23Z0674390,2023/11/22,上市,,RWSCCA,
26889,067440　華通凱基35購05,TW23Z0674408,2023/11/22,上市,,RWSCCA,
26890,067441　台積電凱基3A購03,TW23Z0674416,2023/11/22,上市,,RWSCCA,
26891,067442　台積電凱基3A購04,TW23Z0674424,2023/11/22,上市,,RWSCCA,
26892,067443　敬鵬凱基35購02,TW23Z0674432,2023/11/22,上市,,RWSCCA,
26893,067444　敬鵬凱基37購01,TW23Z0674440,2023/11/22,上市,,RWSCCA,
26894,067445　技嘉凱基39購05,TW23Z0674457,2023/11/22,上市,,RWSCCA,
26895,067446　群光凱基35購04,TW23Z0674465,2023/11/22,上市,,RWSCCA,
26896,067447　群光凱基36購01,TW23Z0674473,2023/11/22,上市,,RWSCCA,
26897,067448　威盛凱基35購14,TW23Z0674481,2023/11/22,上市,,RWSCCA,
26898,067449　威盛凱基37購06,TW23Z0674499,2023/11/22,上市,,RWSCCA,
26899,067450　凌陽凱基36購02,TW23Z0674507,2023/11/22,上市,,RWSCCA,
26900,067451　毅嘉凱基35購01,TW23Z0674515,2023/11/22,上市,,RWSCCA,
26901,067452　偉詮電凱基37購01,TW23Z0674523,2023/11/22,上市,,RWSCCA,
26902,067453　聯發科凱基36購05,TW23Z0674531,2023/11/22,上市,,RWSCCA,
26903,067454　宏達電凱基35購02,TW23Z0674549,2023/11/22,上市,,RWSCCA,
26904,067455　長榮凱基36購04,TW23Z0674556,2023/11/22,上市,,RWSCCA,
