date,FuturesID,ContractDate,Open,Max,Min,Close,Change,ChangePer,Volume,SettlementPrice,OpenInterest,TradingSession
2023-12-04,RXF,202401,11.78,11.9,11.78,11.9,0.11,0.93,11.0,11.9,28,Position
2023-12-04,RXF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,6,Position
2023-12-04,RXF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0,Position
2023-12-04,RXF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87,0,Position
2023-12-04,RWF,202312,1630.0,1665.0,1600.0,1600.0,-35.0,-2.14,933.0,1600.0,2637,Position
2023-12-04,RWF,202401,1625.0,1665.0,1595.0,1600.0,-35.0,-2.14,86.0,1600.0,419,Position
2023-12-04,RWF,202403,1645.0,1645.0,1645.0,1645.0,15.0,0.92,1.0,1595.0,13,Position
2023-12-04,RWF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,3,Position
2023-12-04,RWF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,2,Position
2023-12-04,RVF,202312,320.0,321.0,317.5,319.0,-1.0,-0.31,107.0,319.5,1148,Position
2023-12-04,RVF,202401,321.0,321.0,318.0,319.5,0.5,0.16,17.0,320.5,131,Position
2023-12-04,RVF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.5,23,Position
2023-12-04,RVF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,5,Position
2023-12-04,RVF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,Position
2023-12-04,RUF,202312,167.0,172.5,166.5,172.0,5.0,2.99,540.0,172.0,1478,Position
2023-12-04,RUF,202401,166.5,172.5,166.5,172.5,6.0,3.6,87.0,172.5,124,Position
2023-12-04,RUF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,60,Position
2023-12-04,RUF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.5,0,Position
2023-12-04,RUF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.5,0,Position
2023-12-04,RTF,202312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1348,229,Position
2023-12-04,RTF,202312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,RTF,202401,7.1045,7.1045,7.1045,7.1045,-0.0237,-0.33,2.0,7.1197,30,Position
2023-12-04,RTF,202401,7.1249,7.1249,7.1247,7.1247,-0.0035,-0.05,2.0,0.0,0,AfterMarket
2023-12-04,RTF,202403,7.0792,7.0792,7.0792,7.0792,-0.0144,-0.2,3.0,7.087,30,Position
2023-12-04,RTF,202403,7.091,7.091,7.091,7.091,-0.0026,-0.04,2.0,0.0,0,AfterMarket
2023-12-04,RTF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0401,31,Position
2023-12-04,RTF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,RTF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9992,5,Position
2023-12-04,RTF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,RTF,202412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.966,1,Position
2023-12-04,RTF,202412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,AfterMarket
2023-12-04,RSF,202312,2470.0,2470.0,2435.0,2440.0,5.0,0.21,54.0,2440.0,301,Position
2023-12-04,RSF,202401,2445.0,2445.0,2445.0,2445.0,10.0,0.41,27.0,2445.0,224,Position
2023-12-04,RSF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,10,Position
2023-12-04,RSF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,0,Position
2023-12-04,RSF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,0,Position
2023-12-04,RRF,202312,519.0,519.0,519.0,519.0,-2.0,-0.38,2.0,521.0,179,Position
2023-12-04,RRF,202401,524.0,0.0,0.0,524.0,0.0,0.0,1.0,524.0,5,Position
2023-12-04,RRF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,5,Position
2023-12-04,RRF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0,Position
