StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
04125P,10000,1,8900,0.89,0.89,0.89,0.89,0.0,2023-01-06
04126P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04127P,50000,1,17500,0.35,0.35,0.35,0.35,0.0,2023-01-06
04128P,129000,4,164150,1.27,1.29,1.24,1.25,0.17,2023-01-06
04129P,228000,6,404920,1.82,1.82,1.74,1.77,0.01,2023-01-06
04130P,509000,3,264680,0.52,0.52,0.52,0.52,0.0,2023-01-06
04131P,15000,1,15600,1.04,1.04,1.04,1.04,0.0,2023-01-06
04132P,20000,1,8600,0.43,0.43,0.43,0.43,0.0,2023-01-06
04135P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04136P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04137P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04138P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04139P,46000,2,91060,2.01,2.01,1.96,1.96,-0.03,2023-01-06
04140P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04141P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04142P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04143P,2000,2,3620,1.82,1.82,1.8,1.8,-0.08,2023-01-06
04144P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04145P,427000,10,195250,0.46,0.46,0.44,0.46,0.05,2023-01-06
04147P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04148P,155000,8,94900,0.62,0.63,0.6,0.6,-0.03,2023-01-06
04149P,17000,2,31280,1.84,1.84,1.84,1.84,0.01,2023-01-06
04150P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04151P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04152P,50000,2,26000,0.52,0.52,0.52,0.52,0.0,2023-01-06
04153P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04154P,1000,1,1120,1.12,1.12,1.12,1.12,0.06,2023-01-06
04155P,6000,1,10020,1.67,1.67,1.67,1.67,-0.04,2023-01-06
04156P,50000,1,63500,1.27,1.27,1.27,1.27,0.0,2023-01-06
04157P,194000,2,89360,0.48,0.48,0.46,0.46,0.02,2023-01-06
04158P,110000,3,218520,2.19,2.19,1.96,1.96,-0.37,2023-01-06
04159P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04160P,164000,9,107860,0.69,0.69,0.63,0.63,-0.08,2023-01-06
04161P,368000,3,162560,0.42,0.5,0.42,0.5,0.0,2023-01-06
